set_num,year,theme_id,theme_name,number_of_parts,minifig_quantitiy,number_of_colors,number_of_categories,number_of_unique_parts,number_of_different_parts,not_unique_parts,proportion_unique_to_not_unique,complexity_score
9870-1,1992,507,Educational and Dacta,144,0.0,2,3,0.0,7,144.0,0.0,0.012668848057722963
970110-1,2002,507,Educational and Dacta,25,0.0,1,1,0.0,1,25.0,0.0,0.0019296920882624382
970663-1,2002,507,Educational and Dacta,5,0.0,1,1,0.0,1,5.0,0.0,0.0002516989680342311
5099-1,1997,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
5272-1,1991,443,Service Packs,9,0.0,2,1,1.0,5,8.0,0.125,0.0010906955281483346
1234-1,1984,443,Service Packs,21,0.0,1,3,2.0,8,19.0,0.10526315789473684,0.0025169896803423106
1322-1,1987,507,Educational and Dacta,32,0.0,2,2,0.0,3,32.0,0.0,0.002852588304387952
9855-1,1992,507,Educational and Dacta,56,0.0,2,2,0.0,6,56.0,0.0,0.005117879016696031
5266-1,1989,443,Service Packs,22,0.0,1,3,3.0,9,19.0,0.15789473684210525,0.0027686886483765417
970662-1,2002,507,Educational and Dacta,25,0.0,1,1,0.0,1,25.0,0.0,0.0019296920882624382
9939-1,1999,507,Educational and Dacta,14,0.0,2,4,2.0,5,12.0,0.16666666666666666,0.0018457924322510277
5259-1,1987,443,Service Packs,12,0.0,2,4,2.0,6,10.0,0.2,0.0017618927762396174
5241-1,1987,443,Service Packs,21,0.0,1,3,2.0,8,19.0,0.10526315789473684,0.0025169896803423106
10076-1,2002,254,Bulk Bricks,40,0.0,4,3,4.0,21,36.0,0.1111111111111111,0.005621276952764494
9968-1,1994,507,Educational and Dacta,22,0.0,2,2,0.0,3,22.0,0.0,0.0020135917442738486
1227-1,1982,443,Service Packs,15,0.0,1,3,2.0,7,13.0,0.15384615384615385,0.0019296920882624382
1305-1,1983,507,Educational and Dacta,94,0.0,2,3,0.0,6,94.0,0.0,0.008389965601141035
1228-1,1982,443,Service Packs,28,0.0,1,4,1.0,8,27.0,0.037037037037037035,0.003104287272422183
1345-1,1986,507,Educational and Dacta,52,0.0,2,3,0.0,7,52.0,0.0,0.004950079704673211
5287-1,1995,443,Service Packs,18,0.0,3,5,1.0,9,17.0,0.058823529411764705,0.002600889336353721
5242-1,1987,443,Service Packs,19,0.0,1,4,2.0,8,17.0,0.11764705882352941,0.0024330900243309003
5261-1,1987,443,Service Packs,14,0.0,1,3,1.0,7,13.0,0.07692307692307693,0.0017618927762396174
1235-1,1984,443,Service Packs,19,0.0,1,4,2.0,8,17.0,0.11764705882352941,0.0024330900243309003
5279-1,1993,443,Service Packs,16,0.0,2,4,0.0,7,16.0,0.0,0.0020135917442738486
5290-1,1996,443,Service Packs,16,0.0,3,5,2.0,9,14.0,0.14285714285714285,0.0025169896803423106
73129-1,1985,443,Service Packs,4,0.0,1,1,0.0,1,4.0,0.0,0.00016779931202282072
1267-1,1985,443,Service Packs,4,0.0,1,1,0.0,1,4.0,0.0,0.00016779931202282072
8305-1,2000,1,Technic,208,2.0,8,12,4.0,42,204.0,0.0196078431372549,0.022736806779092206
5251-1,1989,443,Service Packs,4,0.0,1,1,0.0,1,4.0,0.0,0.00016779931202282072
970028-1,2002,507,Educational and Dacta,10,0.0,1,1,0.0,1,10.0,0.0,0.0006711972480912829
5276-1,1993,443,Service Packs,23,0.0,3,2,2.0,18,21.0,0.09523809523809523,0.003607685208490645
5229-1,1997,443,Service Packs,23,0.0,3,2,3.0,10,20.0,0.15,0.003020387616410773
5245-1,1994,443,Service Packs,6,0.0,2,2,3.0,4,3.0,1.0,0.0010067958721369243
970665-1,2002,507,Educational and Dacta,10,0.0,1,1,0.0,1,10.0,0.0,0.0006711972480912829
5263-1,1987,443,Service Packs,6,0.0,1,2,2.0,3,4.0,0.5,0.0007550969041026932
5264-1,1987,443,Service Packs,24,0.0,2,2,1.0,3,23.0,0.043478260869565216,0.0022652907123080794
9960-1,1994,507,Educational and Dacta,13,0.0,2,3,1.0,3,12.0,0.08333333333333333,0.001426294152193976
5118-1,1995,443,Service Packs,35,0.0,3,3,9.0,13,26.0,0.34615384615384615,0.004866180048661801
4818-1,2000,186,Castle,15,1.0,5,2,10.0,11,5.0,2.0,0.0032720865844450037
3346-1,2000,434,Ninja,26,3.0,3,4,2.0,6,24.0,0.08333333333333333,0.0032720865844450037
4805-1,1999,434,Ninja,31,5.0,5,2,6.0,8,25.0,0.24,0.004362782112593338
6002-2,1983,186,Castle,22,4.0,1,1,4.0,4,18.0,0.2222222222222222,0.002600889336353721
6309-1,1988,50,Town,41,6.0,6,7,7.0,12,34.0,0.20588235294117646,0.006208574544844366
6307-1,1983,50,Town,22,4.0,2,1,2.0,3,20.0,0.1,0.0024330900243309003
6102-1,1985,186,Castle,36,6.0,4,1,7.0,9,29.0,0.2413793103448276,0.004866180048661801
15-1,1984,443,Service Packs,38,6.0,2,1,0.0,5,38.0,0.0,0.003943283832536287
0016-1,1979,186,Castle,15,3.0,1,1,0.0,1,15.0,0.0,0.0013423944961825657
6711-1,1983,126,Space,24,4.0,2,1,4.0,4,20.0,0.2,0.002852588304387952
6002-1,1983,50,Town,20,4.0,4,1,4.0,4,16.0,0.25,0.0026847889923651315
1383-1,2002,273,Studios,51,2.0,9,15,18.0,29,33.0,0.5454545454545454,0.009984059065357832
3349-1,2000,442,Rock Raiders,29,3.0,7,5,9.0,12,20.0,0.45,0.005033979360684621
6676-1,1986,50,Town,100,2.0,9,16,29.0,56,71.0,0.4084507042253521,0.017367228794361943
6704-1,1991,126,Space,44,6.0,2,2,6.0,6,38.0,0.15789473684210525,0.005117879016696031
4069-1,2001,273,Studios,4,0.0,2,3,4.0,4,0.0,0.0,0.0010067958721369243
6703-1,1988,126,Space,42,6.0,2,2,6.0,6,36.0,0.16666666666666666,0.004950079704673211
4604-1,2001,279,4 Juniors,19,0.0,7,11,19.0,19,0.0,0.0,0.0058729759207987245
5313-1,1999,443,Service Packs,17,0.0,7,8,11.0,14,6.0,1.8333333333333333,0.004362782112593338
7922-1,2004,458,Sports,5,0.0,5,4,5.0,5,0.0,0.0,0.0015940934642167967
3348-1,2000,442,Rock Raiders,26,3.0,5,4,7.0,9,19.0,0.3684210526315789,0.0041110831445591075
6719-1,2001,386,Dinosaurs,26,0.0,4,3,8.0,16,18.0,0.4444444444444444,0.004362782112593338
6722-1,2001,386,Dinosaurs,20,0.0,5,3,6.0,12,14.0,0.42857142857142855,0.0034398858964678246
6600-1,1981,50,Town,24,1.0,6,7,7.0,13,17.0,0.4117647058823529,0.0044466817686047485
600-2,1978,50,Town,24,1.0,6,7,7.0,13,17.0,0.4117647058823529,0.0044466817686047485
4651-1,2003,279,4 Juniors,12,0.0,7,7,8.0,10,4.0,2.0,0.0032720865844450037
1131-1,1981,443,Service Packs,4,0.0,2,1,0.0,2,4.0,0.0,0.00033559862404564144
5265-1,1989,443,Service Packs,16,0.0,2,1,0.0,3,16.0,0.0,0.001426294152193976
5240-1,1987,443,Service Packs,12,0.0,2,1,0.0,3,12.0,0.0,0.0010906955281483346
624-1,1996,465,Universal Building Set,27,0.0,2,4,3.0,8,24.0,0.125,0.0032720865844450037
1323-1,1985,507,Educational and Dacta,24,0.0,2,1,0.0,3,24.0,0.0,0.002097491400285259
1226-1,1982,443,Service Packs,12,0.0,2,1,0.0,3,12.0,0.0,0.0010906955281483346
970010-1,2002,507,Educational and Dacta,50,0.0,1,1,0.0,1,50.0,0.0,0.004027183488547697
9899-1,1999,507,Educational and Dacta,20,0.0,2,1,0.0,5,20.0,0.0,0.0019296920882624382
9969-1,1994,507,Educational and Dacta,24,0.0,2,1,0.0,3,24.0,0.0,0.002097491400285259
1231-1,1982,443,Service Packs,4,0.0,2,1,0.0,2,4.0,0.0,0.00033559862404564144
5246-1,1987,443,Service Packs,4,0.0,2,1,0.0,2,4.0,0.0,0.00033559862404564144
970660-1,2002,507,Educational and Dacta,50,0.0,2,1,0.0,2,50.0,0.0,0.004194982800570518
9900-1,1999,507,Educational and Dacta,21,0.0,2,3,0.0,9,21.0,0.0,0.0025169896803423106
10049-1,2002,254,Bulk Bricks,31,0.0,4,3,0.0,7,31.0,0.0,0.003355986240456414
02-1,1982,443,Service Packs,4,0.0,2,1,0.0,2,4.0,0.0,0.00033559862404564144
5248-1,1987,443,Service Packs,4,0.0,2,1,0.0,2,4.0,0.0,0.00033559862404564144
1236-1,1984,443,Service Packs,4,0.0,2,1,0.0,2,4.0,0.0,0.00033559862404564144
5067-1,1987,443,Service Packs,8,0.0,1,1,0.0,1,8.0,0.0,0.0005033979360684622
1138-1,1981,443,Service Packs,8,0.0,1,1,0.0,1,8.0,0.0,0.0005033979360684622
7865-1,1980,233,Train,19,0.0,2,5,1.0,14,18.0,0.05555555555555555,0.003020387616410773
8468-1,2002,112,Racers,87,0.0,7,12,9.0,37,78.0,0.11538461538461539,0.012333249433677322
9826-1,1994,507,Educational and Dacta,1,0.0,1,1,1.0,1,0.0,0.0,0.0
1160-1,1985,443,Service Packs,2,0.0,2,1,1.0,2,1.0,1.0,0.0002516989680342311
5102-1,1987,443,Service Packs,2,0.0,2,1,1.0,2,1.0,1.0,0.0002516989680342311
970119-1,2002,507,Educational and Dacta,2,0.0,2,1,2.0,2,0.0,0.0,0.00033559862404564144
8010-1,2002,1,Technic,388,0.0,7,13,20.0,80,368.0,0.05434782608695652,0.042201526973739405
10050-1,2002,254,Bulk Bricks,34,0.0,1,1,0.0,4,34.0,0.0,0.0029364879603993622
7203-1,2002,158,Star Wars,59,3.0,4,3,5.0,6,54.0,0.09259259259259259,0.006292474200855777
1216-1,1982,443,Service Packs,8,0.0,1,1,0.0,2,8.0,0.0,0.0005872975920798725
5200-1,1987,443,Service Packs,8,0.0,1,1,0.0,2,8.0,0.0,0.0005872975920798725
7850-1,1980,233,Train,32,0.0,2,2,0.0,4,32.0,0.0,0.0029364879603993622
7851-1,1980,233,Train,32,0.0,2,2,0.0,6,32.0,0.0,0.003104287272422183
5301-1,1992,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
1146-1,1981,443,Service Packs,6,0.0,2,1,0.0,2,6.0,0.0,0.0005033979360684622
7852-1,1980,233,Train,14,0.0,3,4,2.0,12,12.0,0.16666666666666666,0.0025169896803423106
5195-1,1989,443,Service Packs,6,0.0,1,1,0.0,3,6.0,0.0,0.0005033979360684622
8531-2,2001,324,Bionicle,50,0.0,6,9,13.0,26,37.0,0.35135135135135137,0.008306065945129625
1441-1,2003,324,Bionicle,13,0.0,3,4,2.0,6,11.0,0.18181818181818182,0.0019296920882624382
8530-1,2001,324,Bionicle,2,0.0,2,2,2.0,2,0.0,0.0,0.00041949828005705174
8548-1,2001,324,Bionicle,212,0.0,9,11,3.0,47,209.0,0.014354066985645933,0.023240204715160667
8531-1,2001,324,Bionicle,49,0.0,5,8,12.0,25,37.0,0.32432432432432434,0.007886567665072574
8568-1,2002,324,Bionicle,43,0.0,6,7,13.0,25,30.0,0.43333333333333335,0.007467069385015522
8525-1,2001,324,Bionicle,3,0.0,2,2,1.0,2,2.0,0.5,0.00041949828005705174
8551-1,2002,324,Bionicle,27,0.0,4,6,8.0,18,19.0,0.42105263157894735,0.004866180048661801
4042-1,2002,685,Galidor,4,1.0,1,1,1.0,1,3.0,0.3333333333333333,0.00033559862404564144
8325-1,2002,685,Galidor,18,0.0,4,1,6.0,11,12.0,0.5,0.0029364879603993622
5063-1,1987,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
5065-1,1987,443,Service Packs,11,0.0,1,1,1.0,3,10.0,0.1,0.0010067958721369243
5061-1,1987,443,Service Packs,2,0.0,1,1,2.0,2,0.0,0.0,0.0002516989680342311
9883-1,1995,507,Educational and Dacta,1,0.0,1,1,1.0,1,0.0,0.0,0.0
9615-1,1997,507,Educational and Dacta,3,0.0,2,1,3.0,3,0.0,0.0,0.0005872975920798725
5114-1,1991,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
9831-1,1995,507,Educational and Dacta,1,0.0,1,1,1.0,1,0.0,0.0,0.0
5115-1,1992,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
970630-1,2002,507,Educational and Dacta,10,0.0,1,1,0.0,1,10.0,0.0,0.0006711972480912829
7853-1,1980,233,Train,5,0.0,2,2,1.0,2,4.0,0.25,0.0005872975920798725
7857-1,1980,233,Train,5,0.0,2,3,1.0,4,4.0,0.25,0.0008389965601141035
7855-1,1980,233,Train,8,0.0,1,1,0.0,1,8.0,0.0,0.0005033979360684622
7854-1,1980,233,Train,8,0.0,1,1,0.0,1,8.0,0.0,0.0005033979360684622
5085-1,1989,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
9647-1,2000,507,Educational and Dacta,2,0.0,2,2,2.0,2,0.0,0.0,0.00041949828005705174
5225-1,1998,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
1335-1,1985,507,Educational and Dacta,2,0.0,1,1,0.0,1,2.0,0.0,0.0
1154-1,1986,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
5100-1,1987,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
9860-1,1992,507,Educational and Dacta,1,0.0,1,1,1.0,1,0.0,0.0,0.0
1336-1,1985,507,Educational and Dacta,2,0.0,1,1,0.0,1,2.0,0.0,0.0
1168-1,1986,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
5005-1,1987,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
5080-1,1989,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
5081-1,1989,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
5083-1,1989,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
1175-1,1982,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
29-1,1977,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
9859-1,1992,507,Educational and Dacta,1,0.0,1,1,1.0,1,0.0,0.0,0.0
5101-1,1987,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
1334-1,1985,507,Educational and Dacta,2,0.0,1,1,0.0,1,2.0,0.0,0.0
970653-1,2003,507,Educational and Dacta,1,0.0,1,1,1.0,1,0.0,0.0,0.0
5079-1,1989,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
9750-1,1986,507,Educational and Dacta,4,0.0,3,2,4.0,4,0.0,0.0,0.0010067958721369243
9771-1,1989,507,Educational and Dacta,3,0.0,2,2,3.0,3,0.0,0.0,0.0006711972480912829
9713-1,1998,507,Educational and Dacta,2,0.0,2,1,2.0,2,0.0,0.0,0.00033559862404564144
7856-1,1980,233,Train,16,0.0,3,4,2.0,7,14.0,0.14285714285714285,0.0022652907123080794
1135-3,1981,443,Service Packs,21,0.0,1,1,1.0,2,20.0,0.05,0.0017618927762396174
1135-1,1981,443,Service Packs,13,0.0,1,1,1.0,2,12.0,0.08333333333333333,0.0010906955281483346
1135-2,1981,443,Service Packs,17,0.0,1,1,1.0,3,16.0,0.0625,0.0015101938082053865
1104-1,1977,443,Service Packs,2,0.0,1,1,2.0,2,0.0,0.0,0.0002516989680342311
1337-1,1985,507,Educational and Dacta,18,0.0,1,1,0.0,2,18.0,0.0,0.001426294152193976
06-1,1980,443,Service Packs,6,0.0,1,1,0.0,2,6.0,0.0,0.00041949828005705174
9861-1,1992,507,Educational and Dacta,8,0.0,1,1,0.0,2,8.0,0.0,0.0005872975920798725
9911-1,2004,258,Mindstorms,3,0.0,2,1,3.0,3,0.0,0.0,0.0005872975920798725
9757-1,1999,258,Mindstorms,2,0.0,2,1,2.0,2,0.0,0.0,0.00033559862404564144
8316-1,2002,685,Galidor,9,0.0,3,2,9.0,9,0.0,0.0,0.0022652907123080794
39-1,1977,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
1234-3,1983,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
6213-1,1985,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
5082-1,1989,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
970613-1,2002,507,Educational and Dacta,50,0.0,1,1,0.0,1,50.0,0.0,0.004027183488547697
970610-1,2002,507,Educational and Dacta,100,0.0,1,1,0.0,1,100.0,0.0,0.008222166289118215
8587-2,2003,324,Bionicle,44,0.0,8,5,11.0,20,33.0,0.3333333333333333,0.0069636714489470595
8591-3,2003,324,Bionicle,44,0.0,7,5,11.0,20,33.0,0.3333333333333333,0.006879771792935649
8587-3,2003,324,Bionicle,45,0.0,9,6,12.0,21,33.0,0.36363636363636365,0.007383169729004111
8588-1,2003,324,Bionicle,44,0.0,8,5,11.0,20,33.0,0.3333333333333333,0.0069636714489470595
8587-1,2003,324,Bionicle,44,0.0,8,5,11.0,20,33.0,0.3333333333333333,0.0069636714489470595
8591-2,2003,324,Bionicle,44,0.0,7,5,11.0,20,33.0,0.3333333333333333,0.006879771792935649
8588-3,2003,324,Bionicle,44,0.0,8,5,11.0,20,33.0,0.3333333333333333,0.0069636714489470595
8588-2,2003,324,Bionicle,44,0.0,8,5,11.0,20,33.0,0.3333333333333333,0.0069636714489470595
8591-1,2003,324,Bionicle,44,0.0,7,5,11.0,20,33.0,0.3333333333333333,0.006879771792935649
5110-2,1990,443,Service Packs,26,0.0,2,2,0.0,4,26.0,0.0,0.0024330900243309003
261-3,1963,365,System,2,0.0,1,1,2.0,2,0.0,0.0,0.0002516989680342311
266-2,1963,365,System,2,0.0,1,1,2.0,2,0.0,0.0,0.0002516989680342311
433-1,1966,365,System,6,0.0,1,1,0.0,1,6.0,0.0,0.00033559862404564144
970030-1,2002,507,Educational and Dacta,50,0.0,1,1,0.0,1,50.0,0.0,0.004027183488547697
970043-1,2002,507,Educational and Dacta,100,0.0,1,1,0.0,1,100.0,0.0,0.008222166289118215
970039-1,2002,507,Educational and Dacta,50,0.0,1,1,0.0,1,50.0,0.0,0.004027183488547697
9876-1,1992,507,Educational and Dacta,2,0.0,1,1,0.0,1,2.0,0.0,0.0
970640-1,2002,507,Educational and Dacta,20,0.0,1,1,0.0,1,20.0,0.0,0.0015101938082053865
3809-1,2002,463,Spybotics,261,0.0,7,13,12.0,65,249.0,0.04819277108433735,0.029616578572027853
8012-1,2002,1,Technic,378,0.0,8,11,18.0,80,360.0,0.05,0.04111083144559107
3808-1,2002,463,Spybotics,236,0.0,7,12,12.0,59,224.0,0.05357142857142857,0.02693178957966272
970116-1,2002,507,Educational and Dacta,25,0.0,1,1,0.0,1,25.0,0.0,0.0019296920882624382
9853-1,1992,507,Educational and Dacta,122,0.0,1,1,0.0,7,122.0,0.0,0.010571356657437704
9965-1,1994,507,Educational and Dacta,18,0.0,1,1,0.0,2,18.0,0.0,0.001426294152193976
970620-1,2002,507,Educational and Dacta,100,0.0,1,1,0.0,1,100.0,0.0,0.008222166289118215
8537-1,2001,324,Bionicle,142,0.0,7,10,2.0,44,140.0,0.014285714285714285,0.01677993120228207
879-1,1979,1,Technic,87,0.0,2,5,1.0,9,86.0,0.011627906976744186,0.008306065945129625
5262-1,1987,443,Service Packs,9,0.0,1,1,1.0,4,8.0,0.125,0.0009228962161255138
1318-1,1987,507,Educational and Dacta,68,0.0,1,1,0.0,3,68.0,0.0,0.005705176608775904
9966-1,1994,507,Educational and Dacta,16,0.0,1,1,0.0,4,16.0,0.0,0.001426294152193976
1319-1,1987,507,Educational and Dacta,22,0.0,1,1,0.0,2,22.0,0.0,0.0017618927762396174
970625-1,2002,507,Educational and Dacta,50,0.0,1,1,0.0,1,50.0,0.0,0.004027183488547697
970627-1,2002,507,Educational and Dacta,25,0.0,1,1,0.0,1,25.0,0.0,0.0019296920882624382
1197-2,1981,443,Service Packs,2,0.0,1,1,0.0,1,2.0,0.0,0.0
5258-1,1987,443,Service Packs,10,0.0,1,1,0.0,4,10.0,0.0,0.0009228962161255138
9945-1,1998,507,Educational and Dacta,14,0.0,2,1,0.0,3,14.0,0.0,0.0012584948401711553
9967-1,1994,507,Educational and Dacta,18,0.0,2,1,2.0,4,16.0,0.125,0.0018457924322510277
970624-1,2003,507,Educational and Dacta,50,0.0,1,1,0.0,1,50.0,0.0,0.004027183488547697
1321-1,1987,507,Educational and Dacta,22,0.0,2,1,0.0,2,22.0,0.0,0.0018457924322510277
9854-1,1992,507,Educational and Dacta,22,0.0,1,1,0.0,2,22.0,0.0,0.0017618927762396174
3807-1,2002,463,Spybotics,202,0.0,7,13,13.0,54,189.0,0.06878306878306878,0.02382750230724054
970622-1,2002,507,Educational and Dacta,50,0.0,1,1,0.0,1,50.0,0.0,0.004027183488547697
970017-1,2002,507,Educational and Dacta,100,0.0,1,1,0.0,1,100.0,0.0,0.008222166289118215
1320-1,1987,507,Educational and Dacta,32,0.0,1,1,0.0,2,32.0,0.0,0.002600889336353721
1148-1,1981,443,Service Packs,5,0.0,1,1,1.0,2,4.0,0.25,0.00041949828005705174
970621-1,2002,507,Educational and Dacta,50,0.0,1,1,0.0,1,50.0,0.0,0.004027183488547697
8509-1,2000,1,Technic,43,0.0,4,11,9.0,23,34.0,0.2647058823529412,0.00713147076096988
5017-1,2003,458,Sports,35,0.0,6,6,3.0,20,32.0,0.09375,0.005453477640741673
9964-1,1994,507,Educational and Dacta,64,0.0,2,1,0.0,4,64.0,0.0,0.0055373772967530835
1316-1,1987,507,Educational and Dacta,150,0.0,1,1,0.0,1,150.0,0.0,0.012417149089688733
5255-1,1987,443,Service Packs,30,0.0,2,1,0.0,2,30.0,0.0,0.0025169896803423106
9942-1,1998,507,Educational and Dacta,160,0.0,3,3,0.0,8,160.0,0.0,0.01417904186592835
970603-1,2002,507,Educational and Dacta,100,0.0,1,1,0.0,1,100.0,0.0,0.008222166289118215
6938-1,1996,126,Space,199,2.0,7,22,43.0,96,156.0,0.27564102564102566,0.03053947478815337
1737-1,1996,126,Space,198,2.0,7,22,42.0,93,156.0,0.2692307692307692,0.030119976508096318
8511-1,2000,1,Technic,43,0.0,5,10,9.0,24,34.0,0.2647058823529412,0.00721537041698129
8545-1,2001,324,Bionicle,27,0.0,4,6,9.0,17,18.0,0.5,0.004866180048661801
8542-1,2001,324,Bionicle,29,0.0,5,7,6.0,17,23.0,0.2608695652173913,0.004950079704673211
8512-1,2000,1,Technic,36,0.0,4,11,14.0,23,22.0,0.6363636363636364,0.0069636714489470595
6770-1,1988,126,Space,117,1.0,5,14,20.0,48,97.0,0.20618556701030927,0.01677993120228207
1237-1,2001,1,Technic,56,0.0,5,7,3.0,21,53.0,0.05660377358490566,0.0072992700729927005
8516-1,2000,1,Technic,122,0.0,5,13,6.0,37,116.0,0.05172413793103448,0.014934138770031044
6925-1,1988,126,Space,211,4.0,5,18,17.0,64,194.0,0.08762886597938144,0.02634449198758285
4393-1,2000,501,Gear,9,0.0,6,4,4.0,7,5.0,0.8,0.002097491400285259
4391-1,2000,501,Gear,17,2.0,4,4,2.0,4,15.0,0.13333333333333333,0.00234919036831949
970607-1,2002,507,Educational and Dacta,100,0.0,1,1,0.0,1,100.0,0.0,0.008222166289118215
8507-1,1999,1,Technic,37,0.0,5,8,11.0,20,26.0,0.4230769230769231,0.006376373856867187
970601-1,2002,507,Educational and Dacta,100,0.0,1,1,0.0,1,100.0,0.0,0.008222166289118215
HKYCUP-1,2004,458,Sports,7,0.0,3,4,3.0,5,4.0,0.75,0.001426294152193976
970602-1,2002,507,Educational and Dacta,100,0.0,1,1,0.0,1,100.0,0.0,0.008222166289118215
1314-1,1987,507,Educational and Dacta,210,0.0,1,1,0.0,2,210.0,0.0,0.017535028106384763
Sp17-1,1977,443,Service Packs,24,0.0,2,2,0.0,7,24.0,0.0,0.0025169896803423106
9856-1,1992,507,Educational and Dacta,124,0.0,2,2,0.0,9,124.0,0.0,0.011074754593506167
2552-1,1992,504,Duplo,49,0.0,7,3,12.0,21,37.0,0.32432432432432434,0.0072992700729927005
8313-1,2002,685,Galidor,15,0.0,6,2,3.0,9,12.0,0.25,0.0025169896803423106
8315-1,2002,685,Galidor,9,0.0,3,2,1.0,4,8.0,0.125,0.001174595184159745
8314-1,2002,685,Galidor,16,0.0,3,3,6.0,11,10.0,0.6,0.002852588304387952
10699-1,2015,621,Classic,1,0.0,1,1,1.0,1,0.0,0.0,0.0
41177-1,2016,600,Elves,273,2.0,25,26,69.0,163,204.0,0.3382352941176471,0.046396509774309924
75129-1,2016,158,Star Wars,84,1.0,9,16,20.0,45,64.0,0.3125,0.01426294152193976
40171-1,2017,494,Friends,249,0.0,10,14,12.0,60,237.0,0.05063291139240506,0.02852588304387952
40249-1,2017,408,LEGO Brand Store,45,0.0,6,8,12.0,30,33.0,0.36363636363636365,0.008054366977095394
41158-1,2019,579,Disney Princess,49,1.0,11,14,17.0,37,32.0,0.53125,0.010403557345414883
76192-1,2021,696,Super Heroes Marvel,537,7.0,22,34,103.0,257,434.0,0.23732718894009217,0.08012417149089689
76386-1,2021,246,Harry Potter,215,4.0,18,22,45.0,108,170.0,0.2647058823529412,0.034147159996644014
76415-1,2023,246,Harry Potter,740,6.0,21,23,52.0,192,688.0,0.0755813953488372,0.08633274603574126
75148-1,2016,158,Star Wars,530,4.0,16,34,90.0,235,440.0,0.20454545454545456,0.07584528903431496
20211-1,2012,432,Master Builder Academy,208,1.0,8,19,12.0,62,196.0,0.061224489795918366,0.025589395083480158
4905-1,2005,204,Designer Sets,39,0.0,2,7,6.0,17,33.0,0.18181818181818182,0.0055373772967530835
tf05-1,2005,158,Star Wars,60,3.0,6,15,14.0,22,46.0,0.30434782608695654,0.009648460441312191
4753-1,2004,246,Harry Potter,192,3.0,11,15,17.0,64,175.0,0.09714285714285714,0.024918197835388876
9780723291299 -1,2014,497,Books,20,0.0,8,9,14.0,17,6.0,2.3333333333333335,0.005285678328718852
7251-1,2005,158,Star Wars,59,3.0,6,15,14.0,22,45.0,0.3111111111111111,0.00956456078530078
7749-1,2009,158,Star Wars,155,10.0,8,25,43.0,158,112.0,0.38392857142857145,0.03305646446849568
75174-1,2017,158,Star Wars,284,4.0,11,24,33.0,110,251.0,0.13147410358565736,0.038677741421260174
75270-1,2020,158,Star Wars,200,4.0,13,24,62.0,118,138.0,0.4492753623188406,0.034902256900746706
21205-1,2014,590,Fusion,212,0.0,8,10,1.0,45,211.0,0.004739336492890996,0.022736806779092206
7668-1,2008,158,Star Wars,82,4.0,8,18,18.0,38,64.0,0.28125,0.013675643929859888
4500-2,2004,158,Star Wars,211,2.0,9,25,42.0,97,169.0,0.2485207100591716,0.03196576894034735
4500-1,2004,158,Star Wars,217,3.0,9,25,42.0,97,175.0,0.24,0.03255306653242722
911614-1,2016,158,Star Wars,29,0.0,9,8,17.0,23,12.0,1.4166666666666667,0.006795872136924239
75205-1,2018,158,Star Wars,376,4.0,17,23,47.0,140,329.0,0.14285714285714285,0.05050759291886903
561704-1,2017,494,Friends,25,0.0,10,12,18.0,21,7.0,2.5714285714285716,0.006795872136924239
4576-1,2001,112,Racers,8,0.0,3,6,6.0,7,2.0,3.0,0.002097491400285259
6299401-1,2018,598,Promotional,104,0.0,7,9,14.0,41,90.0,0.15555555555555556,0.01426294152193976
41755-1,2023,494,Friends,179,2.0,21,24,57.0,117,122.0,0.4672131147540984,0.03314036412450709
30106-1,2013,494,Friends,34,1.0,8,8,8.0,19,26.0,0.3076923076923077,0.006124674888832956
40133-1,2015,408,LEGO Brand Store,49,0.0,8,11,17.0,35,32.0,0.53125,0.009648460441312191
41523-1,2014,580,Mixels,69,0.0,8,10,8.0,31,61.0,0.13114754098360656,0.010151858377380652
