set_num,year,theme_id,theme_name,number_of_parts,minifig_quantitiy,number_of_colors,number_of_categories,number_of_unique_parts,number_of_different_parts,not_unique_parts,proportion_unique_to_not_unique,complexity_score
7441-1,2003,504,Duplo,58,0.0,22,2,31.0,51,27.0,1.1481481481481481,0.013340045305814245
2940-1,1992,504,Duplo,34,0.0,3,2,18.0,20,16.0,1.125,0.006040775232821546
2355-1,1984,504,Duplo,27,0.0,3,2,8.0,15,19.0,0.42105263157894735,0.004194982800570518
9180-1,1995,507,Educational and Dacta,78,0.0,8,4,26.0,44,52.0,0.5,0.013004446681768604
2758-1,1986,504,Duplo,30,0.0,4,2,6.0,13,24.0,0.25,0.004194982800570518
9153-1,1986,507,Educational and Dacta,173,0.0,5,2,26.0,54,147.0,0.17687074829931973,0.02139441228290964
1503-1,1986,504,Duplo,7,0.0,3,2,3.0,5,4.0,0.75,0.0012584948401711553
3336-1,2000,504,Duplo,90,0.0,7,1,4.0,18,86.0,0.046511627906976744,0.009648460441312191
2056-1,1980,504,Duplo,8,0.0,4,3,5.0,7,3.0,1.6666666666666667,0.0018457924322510277
063-2,1978,504,Duplo,18,0.0,3,1,1.0,6,17.0,0.058823529411764705,0.0020135917442738486
511-1,1969,504,Duplo,27,0.0,4,2,0.0,8,27.0,0.0,0.003020387616410773
030-2,1973,504,Duplo,29,0.0,4,2,2.0,9,27.0,0.07407407407407407,0.0034398858964678246
9105-1,1995,507,Educational and Dacta,65,0.0,6,3,25.0,34,40.0,0.625,0.010739155969460526
10927-1,2020,504,Duplo,18,0.0,5,2,12.0,15,6.0,2.0,0.003943283832536287
2550-1,1990,504,Duplo,5,0.0,4,3,3.0,4,2.0,1.5,0.001174595184159745
10933-1,2020,504,Duplo,123,0.0,15,2,43.0,72,80.0,0.5375,0.020974914002852587
852217-1,2008,504,Duplo,23,0.0,6,2,6.0,13,17.0,0.35294117647058826,0.003775484520513466
10958-1,2021,504,Duplo,200,0.0,14,2,19.0,67,181.0,0.10497237569060773,0.024918197835388876
2412-1,1985,504,Duplo,17,0.0,3,2,8.0,13,9.0,0.8888888888888888,0.0031881869284335934
3509-1,2002,504,Duplo,41,0.0,5,2,3.0,12,38.0,0.07894736842105263,0.004866180048661801
3957-1,2005,504,Duplo,250,0.0,5,1,1.0,14,249.0,0.004016064257028112,0.022317308499035154
010-2,1973,504,Duplo,18,0.0,4,3,4.0,10,14.0,0.2857142857142857,0.002852588304387952
5555-1,2005,504,Duplo,19,0.0,8,1,11.0,14,8.0,1.375,0.004027183488547697
10898-1,2019,504,Duplo,9,0.0,4,1,7.0,8,2.0,3.5,0.0020135917442738486
10897-1,2019,504,Duplo,10,0.0,4,1,8.0,9,2.0,4.0,0.0022652907123080794
10940-1,2021,504,Duplo,36,0.0,8,2,19.0,27,17.0,1.1176470588235294,0.0072992700729927005
3650-1,2002,440,Primo,7,0.0,4,2,5.0,7,2.0,2.5,0.001677993120228207
2011-1,1998,440,Primo,6,0.0,3,2,6.0,6,0.0,0.0,0.0015101938082053865
2974-1,2001,440,Primo,7,0.0,6,2,6.0,7,1.0,6.0,0.0019296920882624382
5458-1,2004,440,Primo,7,0.0,6,1,7.0,7,0.0,0.0,0.0019296920882624382
2101-1,1999,440,Primo,7,0.0,4,2,7.0,7,0.0,0.0,0.0018457924322510277
5453-1,2004,440,Primo,6,0.0,5,1,6.0,6,0.0,0.0,0.0015940934642167967
5438-1,2002,440,Primo,1,0.0,1,1,1.0,1,0.0,0.0,0.0
5432-1,2002,440,Primo,3,0.0,3,1,3.0,3,0.0,0.0,0.0006711972480912829
1457-1,2001,440,Primo,3,0.0,3,1,3.0,3,0.0,0.0,0.0006711972480912829
2468-1,2000,440,Primo,2,0.0,2,1,2.0,2,0.0,0.0,0.00033559862404564144
2524-1,2000,440,Primo,4,0.0,2,1,4.0,4,0.0,0.0,0.0008389965601141035
1783-1,1997,440,Primo,2,0.0,2,1,2.0,2,0.0,0.0,0.00033559862404564144
2117-1,1999,440,Primo,4,0.0,4,1,4.0,4,0.0,0.0,0.0010067958721369243
2168-1,1999,440,Primo,2,0.0,2,1,2.0,2,0.0,0.0,0.00033559862404564144
2517-1,2000,440,Primo,3,0.0,3,1,3.0,3,0.0,0.0,0.0006711972480912829
5450-1,2003,440,Primo,2,0.0,2,1,2.0,2,0.0,0.0,0.00033559862404564144
5468-1,2005,440,Primo,2,0.0,2,1,2.0,2,0.0,0.0,0.00033559862404564144
7880-1,2006,504,Duplo,60,0.0,10,2,36.0,46,24.0,1.5,0.012501048745700143
4987-1,2007,504,Duplo,40,0.0,11,2,18.0,28,22.0,0.8181818181818182,0.007886567665072574
5554-1,2005,504,Duplo,61,0.0,13,1,19.0,32,42.0,0.4523809523809524,0.010151858377380652
3618-1,2002,504,Duplo,58,0.0,14,3,26.0,36,32.0,0.8125,0.011074754593506167
9238-1,2005,507,Educational and Dacta,43,0.0,11,2,15.0,24,28.0,0.5357142857142857,0.007550969041026932
2917-1,1996,504,Duplo,20,0.0,5,2,10.0,13,10.0,1.0,0.003775484520513466
2935-1,1996,504,Duplo,37,0.0,4,2,17.0,21,20.0,0.85,0.006376373856867187
9196-1,1997,507,Educational and Dacta,8,0.0,4,1,8.0,8,0.0,0.0,0.0020135917442738486
3620-1,2002,504,Duplo,91,0.0,13,3,23.0,41,68.0,0.3382352941176471,0.013927342897894119
3326-1,2002,504,Duplo,14,0.0,10,2,10.0,12,4.0,2.5,0.003607685208490645
3596-1,2009,504,Duplo,39,0.0,8,1,17.0,26,22.0,0.7727272727272727,0.00721537041698129
5653-1,2010,504,Duplo,50,0.0,9,2,27.0,38,23.0,1.173913043478261,0.010151858377380652
3774-1,2005,504,Duplo,26,0.0,3,1,0.0,8,26.0,0.0,0.0027686886483765417
4664-1,2005,504,Duplo,59,0.0,11,2,28.0,80,31.0,0.9032258064516129,0.014682439801996811
10951-1,2021,504,Duplo,65,0.0,12,2,17.0,35,48.0,0.3541666666666667,0.010571356657437704
10831-1,2016,504,Duplo,22,0.0,9,2,14.0,19,8.0,1.75,0.005117879016696031
6051-1,2011,504,Duplo,74,0.0,10,2,43.0,108,31.0,1.3870967741935485,0.019464720194647202
4690-1,2004,504,Duplo,31,0.0,14,2,14.0,21,17.0,0.8235294117647058,0.006460273512878597
10603-1,2015,504,Duplo,17,0.0,9,2,11.0,14,6.0,1.8333333333333333,0.004027183488547697
10915-1,2020,504,Duplo,36,0.0,14,2,33.0,35,3.0,11.0,0.009648460441312191
45027-1,2020,507,Educational and Dacta,130,0.0,13,1,0.0,33,130.0,0.0,0.01443074083396258
2431-1,1998,504,Duplo,3,0.0,3,2,3.0,3,0.0,0.0,0.0007550969041026932
10867-1,2018,504,Duplo,26,0.0,9,2,13.0,18,13.0,1.0,0.005285678328718852
9206-1,2008,507,Educational and Dacta,120,0.0,13,3,23.0,47,97.0,0.23711340206185566,0.01686383085829348
2946-1,2001,504,Duplo,15,0.0,4,2,12.0,14,3.0,4.0,0.003523785552479235
3586-1,2003,504,Duplo,10,0.0,5,4,7.0,9,3.0,2.3333333333333335,0.0025169896803423106
3264-1,2001,504,Duplo,9,0.0,3,1,7.0,8,2.0,3.5,0.0019296920882624382
5993-1,2002,504,Duplo,3,0.0,3,1,3.0,3,0.0,0.0,0.0006711972480912829
4662-1,2005,504,Duplo,23,0.0,10,2,18.0,44,5.0,3.6,0.007718768353049753
5794-1,2011,504,Duplo,18,0.0,11,2,15.0,18,3.0,5.0,0.004950079704673211
3327-1,2002,504,Duplo,28,0.0,12,2,11.0,19,17.0,0.6470588235294118,0.005621276952764494
10504-1,2013,504,Duplo,62,0.0,12,2,20.0,37,42.0,0.47619047619047616,0.010739155969460526
10503-1,2013,504,Duplo,25,0.0,10,2,8.0,15,17.0,0.47058823529411764,0.004614481080627569
2912-1,2000,504,Duplo,17,0.0,6,3,7.0,10,10.0,0.7,0.0031881869284335934
2949-1,2001,504,Duplo,23,0.0,8,4,13.0,17,10.0,1.3,0.005033979360684621
2916-1,2000,504,Duplo,32,0.0,5,2,14.0,21,18.0,0.7777777777777778,0.005789076264787314
3605-2,2002,504,Duplo,10,0.0,7,2,9.0,10,1.0,9.0,0.0027686886483765417
2952-1,2001,504,Duplo,8,0.0,6,2,8.0,8,0.0,0.0,0.0022652907123080794
4692-1,2004,504,Duplo,2,0.0,2,2,2.0,2,0.0,0.0,0.00041949828005705174
2751-2,2000,504,Duplo,4,0.0,4,2,4.0,4,0.0,0.0,0.0010906955281483346
6171-1,2012,504,Duplo,45,0.0,15,2,26.0,36,19.0,1.368421052631579,0.009984059065357832
4863-1,2008,504,Duplo,41,0.0,11,3,24.0,30,17.0,1.411764705882353,0.008725564225186676
5640-1,2009,504,Duplo,24,0.0,8,2,13.0,16,11.0,1.1818181818181819,0.004866180048661801
5421-1,2002,440,Primo,1,0.0,1,1,1.0,1,0.0,0.0,0.0
3212-1,2001,440,Primo,1,0.0,1,1,1.0,1,0.0,0.0,0.0
2044-1,1999,440,Primo,3,0.0,2,2,3.0,3,0.0,0.0,0.0006711972480912829
10843-1,2017,504,Duplo,15,0.0,4,2,10.0,13,5.0,2.0,0.0032720865844450037
10528-1,2014,504,Duplo,26,0.0,9,2,12.0,17,14.0,0.8571428571428571,0.005117879016696031
10803-1,2016,504,Duplo,40,0.0,13,2,23.0,29,17.0,1.3529411764705883,0.008557764913163856
2649-1,1984,504,Duplo,44,0.0,5,2,10.0,23,34.0,0.29411764705882354,0.006628072824901418
6133-1,2012,504,Duplo,26,0.0,8,1,11.0,16,15.0,0.7333333333333333,0.00478228039265039
5679-1,2011,504,Duplo,8,0.0,8,2,8.0,8,0.0,0.0,0.0024330900243309003
5795-1,2011,504,Duplo,112,0.0,12,2,34.0,57,78.0,0.4358974358974359,0.017786727074418994
30068-1,2014,504,Duplo,6,0.0,3,1,4.0,5,2.0,2.0,0.001174595184159745
6134-1,2012,504,Duplo,34,0.0,9,1,16.0,24,18.0,0.8888888888888888,0.006628072824901418
10506-1,2013,504,Duplo,24,0.0,6,1,7.0,12,17.0,0.4117647058823529,0.003775484520513466
6759-1,2012,504,Duplo,16,0.0,9,1,9.0,16,7.0,1.2857142857142858,0.0038593841765248763
10510-1,2013,504,Duplo,40,0.0,11,1,12.0,24,28.0,0.42857142857142855,0.0069636714489470595
10862-1,2018,504,Duplo,41,0.0,10,1,8.0,18,33.0,0.24242424242424243,0.006124674888832956
5947-1,2011,504,Duplo,40,0.0,12,2,16.0,26,24.0,0.6666666666666666,0.007634868697038342
3272-1,2001,504,Duplo,21,0.0,5,1,16.0,18,5.0,3.2,0.00469838073663898
5839-1,2011,504,Duplo,35,0.0,8,1,15.0,23,20.0,0.75,0.006460273512878597
2403-1,1985,504,Duplo,5,0.0,3,2,5.0,5,0.0,0.0,0.0012584948401711553
4988-1,2007,504,Duplo,87,0.0,14,2,41.0,56,46.0,0.8913043478260869,0.01636043292222502
2807-1,1999,504,Duplo,7,0.0,3,2,6.0,7,1.0,6.0,0.001677993120228207
3770-1,2005,504,Duplo,12,0.0,5,2,9.0,12,3.0,3.0,0.0029364879603993622
2691-1,1995,504,Duplo,14,0.0,4,2,12.0,13,2.0,6.0,0.003355986240456414
2660-1,1991,504,Duplo,5,0.0,5,1,7.0,10,-2.0,-3.5,0.0019296920882624382
5696-1,2011,504,Duplo,14,0.0,8,2,11.0,13,3.0,3.6666666666666665,0.003607685208490645
1041-1,1986,507,Educational and Dacta,77,0.0,5,2,20.0,38,57.0,0.3508771929824561,0.011494252873563218
2680-1,1994,504,Duplo,13,0.0,4,2,10.0,12,3.0,3.3333333333333335,0.003020387616410773
4861-1,2007,504,Duplo,27,0.0,11,2,16.0,21,11.0,1.4545454545454546,0.006040775232821546
2780-1,1991,504,Duplo,60,0.0,8,3,35.0,47,25.0,1.4,0.012417149089688733
2770-1,1986,504,Duplo,69,0.0,10,2,25.0,40,44.0,0.5681818181818182,0.01182985149760886
3514-1,2003,504,Duplo,29,0.0,6,1,10.0,20,19.0,0.5263157894736842,0.005117879016696031
2910-1,1992,504,Duplo,18,0.0,4,2,9.0,12,9.0,1.0,0.003355986240456414
2806-1,1997,504,Duplo,4,0.0,3,2,4.0,4,0.0,0.0,0.0010067958721369243
1044-1,1986,507,Educational and Dacta,35,0.0,4,2,19.0,27,16.0,1.1875,0.006879771792935649
1657-1,1990,504,Duplo,6,0.0,3,1,2.0,5,4.0,0.5,0.0010067958721369243
533-2,1977,504,Duplo,4,0.0,2,2,4.0,4,0.0,0.0,0.0009228962161255138
1916-2,1983,504,Duplo,6,0.0,2,1,3.0,4,3.0,1.0,0.0009228962161255138
2052-1,1987,504,Duplo,8,0.0,3,1,6.0,7,2.0,3.0,0.001677993120228207
2950-1,1993,504,Duplo,50,0.0,4,2,12.0,21,38.0,0.3157894736842105,0.00704757110495847
2930-1,1992,504,Duplo,29,0.0,4,2,12.0,17,17.0,0.7058823529411765,0.004950079704673211
2779-1,1991,504,Duplo,11,0.0,5,2,5.0,7,6.0,0.8333333333333334,0.002097491400285259
2632-1,1987,504,Duplo,5,0.0,3,2,5.0,5,0.0,0.0,0.0012584948401711553
2760-1,1986,504,Duplo,11,0.0,4,1,3.0,6,8.0,0.375,0.001677993120228207
9101-1,1995,507,Educational and Dacta,86,0.0,4,3,18.0,33,68.0,0.2647058823529412,0.011662052185586039
2401-1,1984,504,Duplo,4,0.0,2,2,4.0,4,0.0,0.0,0.0009228962161255138
2033-1,1985,504,Duplo,8,0.0,3,1,6.0,7,2.0,3.0,0.001677993120228207
1958-2,1985,504,Duplo,5,0.0,3,2,3.0,4,2.0,1.5,0.0010067958721369243
1959-2,1985,504,Duplo,8,0.0,3,2,5.0,6,3.0,1.6666666666666667,0.0015940934642167967
9107-1,1995,507,Educational and Dacta,40,0.0,4,2,15.0,21,25.0,0.6,0.006460273512878597
9102-1,1992,507,Educational and Dacta,30,0.0,4,2,9.0,14,21.0,0.42857142857142855,0.004530581424616159
2315-1,1985,504,Duplo,6,0.0,3,1,2.0,4,4.0,0.5,0.0009228962161255138
085-1,1977,504,Duplo,4,0.0,2,2,4.0,4,0.0,0.0,0.0009228962161255138
10597-1,2015,504,Duplo,24,0.0,14,2,23.0,24,1.0,23.0,0.006879771792935649
10594-1,2015,504,Duplo,38,0.0,10,2,10.0,21,28.0,0.35714285714285715,0.006376373856867187
10838-1,2017,504,Duplo,15,0.0,12,1,10.0,15,5.0,2.0,0.004027183488547697
10579-1,2014,504,Duplo,17,0.0,8,2,11.0,14,6.0,1.8333333333333333,0.003943283832536287
30323-1,2017,504,Duplo,7,0.0,3,1,3.0,6,4.0,0.75,0.0012584948401711553
10560-1,2013,504,Duplo,14,0.0,7,2,13.0,14,1.0,13.0,0.003775484520513466
SQUIRREL-1,2006,504,Duplo,3,0.0,1,1,3.0,3,0.0,0.0,0.0005033979360684622
10924-1,2020,504,Duplo,42,0.0,11,1,23.0,32,19.0,1.2105263157894737,0.008725564225186676
10870-1,2018,504,Duplo,16,0.0,11,1,12.0,14,4.0,3.0,0.0041110831445591075
10869-1,2018,504,Duplo,104,0.0,14,2,24.0,42,80.0,0.3,0.015185837738065274
10902-1,2019,504,Duplo,38,0.0,9,2,19.0,25,19.0,1.0,0.007383169729004111
10882-1,2018,504,Duplo,23,0.0,5,1,3.0,9,20.0,0.15,0.003020387616410773
10574-1,2014,504,Duplo,24,0.0,14,1,13.0,22,11.0,1.1818181818181819,0.005789076264787314
2672-1,1991,504,Duplo,19,0.0,4,2,9.0,13,10.0,0.9,0.003523785552479235
6784-1,2012,504,Duplo,26,0.0,8,1,15.0,24,11.0,1.3636363636363635,0.005789076264787314
10901-1,2019,504,Duplo,21,0.0,8,2,11.0,16,10.0,1.1,0.0044466817686047485
10884-1,2019,504,Duplo,15,0.0,8,1,12.0,14,3.0,4.0,0.003775484520513466
5647-1,2010,504,Duplo,12,0.0,7,2,8.0,10,4.0,2.0,0.002852588304387952
5636-1,2009,504,Duplo,14,0.0,6,2,10.0,24,4.0,2.5,0.004278882456581928
4975-1,2007,504,Duplo,42,0.0,14,2,25.0,31,17.0,1.4705882352941178,0.009145062505243728
4686-1,2004,504,Duplo,52,0.0,23,2,20.0,62,32.0,0.625,0.012920547025757194
6143-1,2012,504,Duplo,34,0.0,9,2,17.0,22,17.0,1.0,0.006628072824901418
10595-1,2015,504,Duplo,87,0.0,14,2,15.0,36,72.0,0.20833333333333334,0.012501048745700143
10532-1,2014,504,Duplo,39,0.0,13,2,20.0,29,19.0,1.0526315789473684,0.008222166289118215
10596-1,2015,504,Duplo,63,0.0,18,2,24.0,46,39.0,0.6153846153846154,0.012417149089688733
3619-1,2002,504,Duplo,82,0.0,12,3,49.0,61,33.0,1.4848484848484849,0.01694773051430489
9237-1,2005,507,Educational and Dacta,44,0.0,12,2,19.0,29,25.0,0.76,0.008473865257152446
10559-1,2013,504,Duplo,16,0.0,11,2,11.0,15,5.0,2.2,0.004194982800570518
2654-1,1991,504,Duplo,12,0.0,5,2,8.0,10,4.0,2.0,0.0026847889923651315
1404-1,2001,504,Duplo,3,0.0,3,2,3.0,3,0.0,0.0,0.0007550969041026932
2623-1,1980,504,Duplo,7,0.0,3,2,7.0,7,0.0,0.0,0.0017618927762396174
2778-1,1991,504,Duplo,12,0.0,3,2,10.0,11,2.0,5.0,0.0027686886483765417
DATABASE-2004,2004,301,Other,47,0.0,16,6,39.0,46,8.0,4.875,0.012501048745700143
DATABASE-2006,2006,301,Other,11,0.0,8,4,11.0,11,0.0,0.0,0.003355986240456414
5817-1,2011,504,Duplo,11,0.0,7,1,6.0,9,5.0,1.2,0.0024330900243309003
DATABASE-2010,2010,301,Other,27,0.0,9,3,27.0,27,0.0,0.0,0.007383169729004111
DATABASE-2015,2015,301,Other,32,0.0,8,4,32.0,32,0.0,0.0,0.008641664569175266
10832-1,2017,504,Duplo,19,0.0,12,2,16.0,18,3.0,5.333333333333333,0.005201778672707442
2442-1,1990,504,Duplo,9,0.0,3,2,9.0,9,0.0,0.0,0.0022652907123080794
3296-1,2005,504,Duplo,26,0.0,13,2,16.0,23,10.0,1.6,0.006292474200855777
2639-1,1984,504,Duplo,14,0.0,4,2,5.0,8,9.0,0.5555555555555556,0.00234919036831949
1028-1,1985,507,Educational and Dacta,6,0.0,1,1,0.0,1,6.0,0.0,0.00033559862404564144
2301-1,1985,504,Duplo,2,0.0,1,1,0.0,1,2.0,0.0,0.0
1079-1,1987,507,Educational and Dacta,80,0.0,3,2,76.0,77,4.0,19.0,0.019548619850658613
1078-1,1987,507,Educational and Dacta,80,0.0,3,2,76.0,77,4.0,19.0,0.019548619850658613
1014-2,1985,507,Educational and Dacta,80,0.0,3,2,76.0,77,4.0,19.0,0.019548619850658613
1019-1,1986,507,Educational and Dacta,18,0.0,3,2,18.0,18,0.0,0.0,0.004530581424616159
9221-1,1988,507,Educational and Dacta,81,0.0,3,2,77.0,78,4.0,19.25,0.019800318818692843
5652-1,2010,504,Duplo,27,0.0,12,2,17.0,22,10.0,1.7,0.006292474200855777
3607-1,2002,504,Duplo,8,0.0,5,2,8.0,8,0.0,0.0,0.002181391056296669
9229-1,2007,507,Educational and Dacta,81,0.0,10,2,20.0,39,61.0,0.32786885245901637,0.012333249433677322
3621-1,2002,504,Duplo,31,0.0,11,2,17.0,23,14.0,1.2142857142857142,0.006628072824901418
3609-1,2002,504,Duplo,9,0.0,7,2,9.0,9,0.0,0.0,0.002600889336353721
2040-1,1989,504,Duplo,3,0.0,2,1,3.0,3,0.0,0.0,0.0005872975920798725
2073-1,1989,504,Duplo,5,0.0,2,1,5.0,5,0.0,0.0,0.0010906955281483346
2074-1,1989,504,Duplo,10,0.0,3,1,10.0,10,0.0,0.0,0.0024330900243309003
1500-1,1988,504,Duplo,2,0.0,2,1,2.0,2,0.0,0.0,0.00033559862404564144
1907-1,1990,504,Duplo,2,0.0,2,1,2.0,2,0.0,0.0,0.00033559862404564144
1046-1,1985,507,Educational and Dacta,65,0.0,5,2,8.0,23,57.0,0.14035087719298245,0.008222166289118215
2646-1,1983,504,Duplo,18,0.0,4,2,7.0,13,11.0,0.6363636363636364,0.0032720865844450037
5088-1,1995,443,Service Packs,4,0.0,2,1,0.0,2,4.0,0.0,0.00033559862404564144
7840-1,2005,504,Duplo,105,0.0,15,4,40.0,65,65.0,0.6153846153846154,0.01879352294655592
4986-1,2007,504,Duplo,19,0.0,8,2,15.0,17,4.0,3.75,0.00469838073663898
5633-1,2009,504,Duplo,32,0.0,11,2,14.0,23,18.0,0.7777777777777778,0.006460273512878597
2611-1,1985,504,Duplo,3,0.0,3,2,3.0,3,0.0,0.0,0.0007550969041026932
2446-1,1990,504,Duplo,12,0.0,3,2,7.0,9,5.0,1.4,0.00234919036831949
2404-1,1987,504,Duplo,11,0.0,3,2,7.0,9,4.0,1.75,0.0022652907123080794
1000-1,1985,507,Educational and Dacta,203,0.0,3,2,13.0,54,190.0,0.06842105263157895,0.022652907123080795
2598-1,2006,504,Duplo,1,0.0,1,1,1.0,1,0.0,0.0,0.0
2306-1,1991,504,Duplo,1,0.0,1,1,1.0,1,0.0,0.0,0.0
1023-1,1985,507,Educational and Dacta,1,0.0,1,1,1.0,1,0.0,0.0,0.0
2302-1,1982,504,Duplo,1,0.0,1,1,1.0,1,0.0,0.0,0.0
2305-1,1984,504,Duplo,1,0.0,1,1,1.0,1,0.0,0.0,0.0
9505-1,1994,507,Educational and Dacta,133,0.0,3,2,22.0,66,111.0,0.1981981981981982,0.01854182397852169
1012-1,1985,507,Educational and Dacta,34,0.0,2,1,13.0,21,21.0,0.6190476190476191,0.0055373772967530835
2752-1,1986,504,Duplo,30,0.0,4,2,6.0,11,24.0,0.25,0.004027183488547697
7435-1,2003,504,Duplo,13,0.0,11,2,13.0,13,0.0,0.0,0.003943283832536287
7437-1,2003,504,Duplo,24,0.0,16,2,13.0,24,11.0,1.1818181818181819,0.006208574544844366
9091-1,2010,507,Educational and Dacta,125,0.0,17,3,31.0,54,94.0,0.32978723404255317,0.01887742260256733
10947-1,2021,504,Duplo,44,0.0,8,2,19.0,32,25.0,0.76,0.008389965601141035
7496-1,2004,504,Duplo,12,0.0,11,2,10.0,12,2.0,5.0,0.003523785552479235
7445-1,2004,504,Duplo,4,0.0,4,2,4.0,4,0.0,0.0,0.0010906955281483346
5461-1,2005,440,Primo,13,0.0,4,1,1.0,5,12.0,0.08333333333333333,0.0015940934642167967
4776-1,2004,504,Duplo,65,0.0,7,2,18.0,34,47.0,0.3829787234042553,0.010151858377380652
10856-1,2017,504,Duplo,23,0.0,11,1,11.0,17,12.0,0.9166666666666666,0.004866180048661801
3700-1,2003,440,Primo,17,0.0,5,2,14.0,17,3.0,4.666666666666667,0.004194982800570518
3697-1,2003,440,Primo,6,0.0,2,2,6.0,6,0.0,0.0,0.001426294152193976
10810-1,2016,504,Duplo,45,0.0,14,2,16.0,50,29.0,0.5517241379310345,0.010235758033392063
5607-1,2008,504,Duplo,16,0.0,7,2,13.0,15,3.0,4.333333333333333,0.004027183488547697
2731-1,1996,504,Duplo,10,0.0,4,2,10.0,10,0.0,0.0,0.002600889336353721
2705-1,1983,504,Duplo,14,0.0,4,2,9.0,11,5.0,1.8,0.0029364879603993622
5606-1,2008,504,Duplo,10,0.0,6,2,10.0,10,0.0,0.0,0.0027686886483765417
6144-1,2012,504,Duplo,12,0.0,6,2,10.0,12,2.0,5.0,0.003104287272422183
2636-1,1984,504,Duplo,4,0.0,3,2,4.0,4,0.0,0.0,0.0010067958721369243
2650-2,1989,504,Duplo,7,0.0,4,2,7.0,7,0.0,0.0,0.0018457924322510277
2634-1,1983,504,Duplo,7,0.0,4,2,5.0,6,2.0,2.5,0.0015940934642167967
2720-1,1988,504,Duplo,33,0.0,3,2,12.0,17,21.0,0.5714285714285714,0.005201778672707442
3617-1,2002,504,Duplo,20,0.0,9,3,16.0,19,4.0,4.0,0.005201778672707442
472302-1,2023,504,Duplo,2,0.0,1,2,2.0,2,0.0,0.0,0.00033559862404564144
2677-1,1993,504,Duplo,10,0.0,4,2,5.0,7,5.0,1.0,0.0019296920882624382
2443-1,1991,504,Duplo,6,0.0,3,2,6.0,6,0.0,0.0,0.0015101938082053865
10826-1,2016,504,Duplo,44,0.0,14,2,21.0,29,23.0,0.9130434782608695,0.008809463881198087
30332-1,2021,504,Duplo,8,0.0,6,1,7.0,8,1.0,7.0,0.002097491400285259
4681-1,2004,504,Duplo,21,0.0,5,2,13.0,17,8.0,1.625,0.0044466817686047485
3300-1,2006,504,Duplo,7,0.0,5,1,7.0,7,0.0,0.0,0.0018457924322510277
5357-1,2004,441,Quatro,76,0.0,6,1,3.0,15,73.0,0.0410958904109589,0.008054366977095394
5358-1,2004,441,Quatro,101,0.0,6,1,1.0,15,100.0,0.01,0.009984059065357832
5356-1,2004,441,Quatro,51,0.0,5,1,4.0,14,47.0,0.0851063829787234,0.0058729759207987245
5361-1,2005,441,Quatro,50,0.0,5,1,3.0,13,47.0,0.06382978723404255,0.005621276952764494
5349-1,2004,441,Quatro,100,0.0,6,1,0.0,12,100.0,0.0,0.00956456078530078
5357-2,2006,441,Quatro,71,0.0,6,1,3.0,14,68.0,0.04411764705882353,0.007550969041026932
5476-1,2006,441,Quatro,20,0.0,4,1,2.0,9,18.0,0.1111111111111111,0.002600889336353721
5355-1,2004,441,Quatro,21,0.0,4,1,2.0,9,19.0,0.10526315789473684,0.0026847889923651315
QUATRO-1,2006,441,Quatro,15,0.0,4,1,1.0,6,14.0,0.07142857142857142,0.0018457924322510277
2629-1,1985,504,Duplo,7,0.0,3,2,8.0,14,-1.0,-8.0,0.0024330900243309003
2776-1,1991,504,Duplo,15,0.0,3,2,11.0,13,4.0,2.75,0.0032720865844450037
4785-1,2005,504,Duplo,386,0.0,11,2,26.0,142,360.0,0.07222222222222222,0.047151606678412616
2635-1,1982,504,Duplo,4,0.0,3,2,4.0,4,0.0,0.0,0.0010067958721369243
2627-1,1980,504,Duplo,6,0.0,4,2,6.0,6,0.0,0.0,0.0015940934642167967
2777-1,1991,504,Duplo,13,0.0,5,2,11.0,12,2.0,5.5,0.0031881869284335934
2615-1,1990,504,Duplo,8,0.0,4,2,8.0,8,0.0,0.0,0.002097491400285259
2673-1,1996,504,Duplo,6,0.0,5,2,6.0,6,0.0,0.0,0.001677993120228207
5454-1,2004,440,Primo,5,0.0,5,1,5.0,5,0.0,0.0,0.0013423944961825657
5695-1,2011,504,Duplo,57,0.0,12,2,24.0,37,33.0,0.7272727272727273,0.010655256313449116
7841-1,2005,504,Duplo,33,0.0,10,3,25.0,29,8.0,3.125,0.007970467321083984
4974-1,2007,504,Duplo,36,0.0,13,2,20.0,27,16.0,1.25,0.007802668009061163
7881-1,2006,504,Duplo,33,0.0,9,2,25.0,28,8.0,3.125,0.007718768353049753
4777-1,2004,504,Duplo,168,0.0,12,3,36.0,130,132.0,0.2727272727272727,0.02886148166792516
7846-1,2006,504,Duplo,44,0.0,11,2,16.0,29,28.0,0.5714285714285714,0.008138266633106805
4864-1,2008,504,Duplo,115,0.0,16,2,29.0,55,86.0,0.3372093023255814,0.017786727074418994
5460-1,2005,440,Primo,2,0.0,2,1,2.0,2,0.0,0.0,0.00033559862404564144
5603-1,2007,504,Duplo,7,0.0,5,2,7.0,7,0.0,0.0,0.0019296920882624382
4973-1,2007,504,Duplo,14,0.0,8,2,7.0,10,7.0,1.0,0.003020387616410773
3288-1,2007,504,Duplo,19,0.0,7,2,13.0,15,6.0,2.1666666666666665,0.004278882456581928
10814-1,2016,504,Duplo,28,0.0,13,2,23.0,26,5.0,4.6,0.0072992700729927005
10809-1,2016,504,Duplo,15,0.0,8,2,13.0,14,2.0,6.5,0.003943283832536287
10949-1,2021,504,Duplo,11,0.0,8,1,11.0,11,0.0,0.0,0.003104287272422183
