fig_num,minifig_name,number_of_minifig_parts,inventory_id,minifig_quantitiy,set_num,set_name,year,number_of_parts,theme_id,theme_name,version
fig-009093,"The Penguin, Orange and Yellow Striped Vest",4,57844,1,76158-1,Batboat The Penguin Pursuit!,2020,54,695,Super Heroes DC,1
fig-009094,"Batman, Black Suit, Black Cape and Cowl, Wide Cape",5,57844,1,76158-1,Batboat The Penguin Pursuit!,2020,54,695,Super Heroes DC,1
fig-009093,"The Penguin, Orange and Yellow Striped Vest",4,82165,1,40453-1,Batman vs. The Penguin & Harley Quinn,2021,63,695,Super Heroes DC,1
fig-009579,"Harley Quinn in Black and Red Jester Outfit, Bright Light Yellow Hair with Magenta and Azure Highlights",4,82165,1,40453-1,Batman vs. The Penguin & Harley Quinn,2021,63,695,Super Heroes DC,1
fig-010908,"Batman, Light Bluish Gray Suit, Black Cape and Cowl, Black Head",5,82165,1,40453-1,Batman vs. The Penguin & Harley Quinn,2021,63,695,Super Heroes DC,1
fig-009093,"The Penguin, Orange and Yellow Striped Vest",4,106424,1,76158-1,Batboat The Penguin Pursuit!,2020,54,695,Super Heroes DC,2
fig-009094,"Batman, Black Suit, Black Cape and Cowl, Wide Cape",5,106424,1,76158-1,Batboat The Penguin Pursuit!,2020,54,695,Super Heroes DC,2
fig-009093,"The Penguin, Orange and Yellow Striped Vest",4,112239,1,212117-1,The Penguin,2021,15,695,Super Heroes DC,1
fig-009094,"Batman, Black Suit, Black Cape and Cowl, Wide Cape",5,85300,1,9780794447526-1,DC Comics Batman: Adventures in Gotham City,2020,7,497,Books,1
fig-009094,"Batman, Black Suit, Black Cape and Cowl, Wide Cape",5,176981,1,9788325341374-1,DC Comics Super Heroes: Zostań Superbohaterem,2023,7,695,Super Heroes DC,1
fig-009096,"Yoda, Olive Green Head, Santa Jacket",3,43017,1,4002019-1,Yuletide Squadron Xmas-Wing Starfighter,2019,1038,599,LEGO Exclusive,1
fig-009097,"Rebel Pilot X-wing, Christmas Outfit",6,43017,1,4002019-1,Yuletide Squadron Xmas-Wing Starfighter,2019,1038,599,LEGO Exclusive,1
fig-010443,"R2-D2, Flat Silver Dome, Dark Blue Print with Lavender Dots",4,43017,1,4002019-1,Yuletide Squadron Xmas-Wing Starfighter,2019,1038,599,LEGO Exclusive,1
fig-009126,"Doctor, White Shirt with Star of Life Logo, Reddish Brown Hair",4,74011,1,9321-1,Transportation Set,2006,1226,507,Educational and Dacta,1
fig-009458,"Doctor - White Legs, Black Hair",4,74011,1,9321-1,Transportation Set,2006,1226,507,Educational and Dacta,1
fig-009461,"Worker - Orange Torso, BLue Legs, Red Helmet",4,74011,2,9321-1,Transportation Set,2006,1226,507,Educational and Dacta,1
fig-010614,"Pilot - Black Torso, White Legs, Black Cap",4,74011,1,9321-1,Transportation Set,2006,1226,507,Educational and Dacta,1
fig-010615,"Pilot - Black Torso, White Legs, Black Hair",4,74011,1,9321-1,Transportation Set,2006,1226,507,Educational and Dacta,1
fig-010616,"Fire Fighter - Black Torso, Light Bluish grey Legs, White Helmet",4,74011,2,9321-1,Transportation Set,2006,1226,507,Educational and Dacta,1
fig-010617,"Police - Black Torso, Dark Bluish Grey Legs, Black Cap",4,74011,2,9321-1,Transportation Set,2006,1226,507,Educational and Dacta,1
fig-009142,"Pilot - Black Torso, Black Legs Black Hat",4,8481,1,60102-1,Airport VIP Service,2016,364,52,City,1
fig-009671,"Ground Crew, Orange Safety Vest, Medium Blue Legs, Red Hard Hat, Stubble",4,8481,1,60102-1,Airport VIP Service,2016,364,52,City,1
fig-009678,"Woman, Dark Blue Suit, Dark Orange Hair",4,8481,1,60102-1,Airport VIP Service,2016,364,52,City,1
fig-009679,"Man, Black Vest with Tie, Black Hat, Beard",4,8481,1,60102-1,Airport VIP Service,2016,364,52,City,1
fig-009142,"Pilot - Black Torso, Black Legs Black Hat",4,24620,1,10764-1,City Central Airport,2018,376,591,Juniors,1
fig-009143,"Worker - Blue Torso, Orange Legs, Red Helmet with Ear Protectors",4,24620,1,10764-1,City Central Airport,2018,376,591,Juniors,1
fig-009144,"Worker - Orange Torso, Orange Legs, Red Helmet with Reddish Brown Hair",4,24620,1,10764-1,City Central Airport,2018,376,591,Juniors,1
fig-009145,"Pilot - Blue Torso, Blue Legs, Reddish Brown Hair",4,24620,1,10764-1,City Central Airport,2018,376,591,Juniors,1
fig-009146,"Medium Blue Torso, Dark Red Legs, Dark Orange Hair",4,24620,1,10764-1,City Central Airport,2018,376,591,Juniors,1
fig-009142,"Pilot - Black Torso, Black Legs Black Hat",4,55806,1,60261-1,Central Airport,2020,286,52,City,1
fig-009661,"Ground Crew, Medium Blue Shirt with Octan Logo, Tan Legs, Red Cap with Hair",4,55806,1,60261-1,Central Airport,2020,286,52,City,1
fig-009662,"Ground Crew, Orange Safety Vest, Blue Legs, Red Hard Hat with Ear Defenders",4,55806,1,60261-1,Central Airport,2020,286,52,City,1
fig-009663,"Man, Sand Blue Suit with Red Tie, Dark Tan Hair, Beard",4,55806,1,60261-1,Central Airport,2020,286,52,City,1
fig-009664,"Woman, Dark Purple Jogging Suit, White Hair, Large Glasses",4,55806,1,60261-1,Central Airport,2020,286,52,City,1
fig-009665,"Man, White Tank Top with Windsurfer, Lime Legs, Reddish Brown Hair, Silver Sunglasses",4,55806,1,60261-1,Central Airport,2020,286,52,City,1
fig-009147,"Worker, Blue Torso, Blue Legs, Red Helmet, Beard",4,9341,1,10734-1,Demolition Site,2017,175,591,Juniors,1
fig-009148,"Worker, Orange Overalls over Blue Sweater, Red Hard Hat",4,9341,1,10734-1,Demolition Site,2017,175,591,Juniors,1
fig-012383,"Worker, Orange Overalls over Blue Sweater, Red Hard Hat (3626c Head)",4,9341,1,10734-1,Demolition Site,2017,175,591,Juniors,1
fig-009149,"Worker - Orange Torso, Blue Legs, Blue Cap, Reddish Brown Beard",4,336,1,10680-1,Garbage Truck,2015,99,591,Juniors,1
fig-009150,"Worker - Blue Torso, Orange Overall, Blue Cap",4,336,1,10680-1,Garbage Truck,2015,99,591,Juniors,1
fig-009150,"Worker - Blue Torso, Orange Overall, Blue Cap",4,135543,1,10680-1,Garbage Truck,2015,99,591,Juniors,2
fig-012589,"Worker - Orange Torso, Blue Legs, Blue Cap, Black Beard",4,135543,1,10680-1,Garbage Truck,2015,99,591,Juniors,2
fig-009154,"Worker - Blue Torso, Blue Legs, Red Helmet, Beard",4,3673,1,10683-1,Road Work Truck,2015,132,591,Juniors,1
fig-009155,"Worker - Blue Torso, Blue Legs, Red Helmet, Glasses",4,3673,1,10683-1,Road Work Truck,2015,132,591,Juniors,1
fig-009156,"Bright Pink Torso, Dark Purple Legs, Dark Orange Hair",4,16124,1,10684-1,Supermarket Suitcase,2015,140,591,Juniors,1
fig-009157,"White Torso, Green Legs, Reddish Brown Hair",4,16124,1,10684-1,Supermarket Suitcase,2015,140,591,Juniors,1
fig-009158,"Policeman, Black Suit with Badge, White Hat, Mustache and Glasses",4,8704,1,8401-1,City Minifigure Collection,2009,60,52,City,1
fig-009159,"Black Torso, Light Bluish Grey Legs, Reddish Brown Hair",4,8704,1,8401-1,City Minifigure Collection,2009,60,52,City,1
fig-009160,"Red Torso, Tan Legs, Red Cap",4,8704,1,8401-1,City Minifigure Collection,2009,60,52,City,1
fig-009161,"White Torso, Blue Legs, Tan Hair",4,8704,1,8401-1,City Minifigure Collection,2009,60,52,City,1
fig-009162,"Kid, Orange Torso, Green Legs, Dark Tan Cap",4,18479,1,10257-1,Carousel,2017,2670,22,Creator,1
fig-009163,"Blue Torso, Dark Blue Legs, Dark BLuish Grey Hair - Without Back Print",4,18479,1,10257-1,Carousel,2017,2670,22,Creator,1
fig-009164,"Red Torso, Olive Green Legs, Dark Brown Hair",4,18479,1,10257-1,Carousel,2017,2670,22,Creator,1
fig-009165,"Kid, Bright Light Blue Torso, Medium Lavender Legs, Medium Nougat Hair",4,18479,1,10257-1,Carousel,2017,2670,22,Creator,1
fig-009166,"Kid, Bright Pink Torso, Blue Legs, Medium Nougat Hair",4,18479,1,10257-1,Carousel,2017,2670,22,Creator,1
fig-009167,"Dark Azure Torso, Dark Brown Legs, White Hair",4,18479,1,10257-1,Carousel,2017,2670,22,Creator,1
fig-009168,"Lavender Torso, Dark Tan Legs, Black Hair",4,18479,1,10257-1,Carousel,2017,2670,22,Creator,1
fig-009162,"Kid, Orange Torso, Green Legs, Dark Tan Cap",4,71249,1,10257-1,Carousel,2017,2670,22,Creator,2
fig-009164,"Red Torso, Olive Green Legs, Dark Brown Hair",4,71249,1,10257-1,Carousel,2017,2670,22,Creator,2
fig-009165,"Kid, Bright Light Blue Torso, Medium Lavender Legs, Medium Nougat Hair",4,71249,1,10257-1,Carousel,2017,2670,22,Creator,2
fig-009166,"Kid, Bright Pink Torso, Blue Legs, Medium Nougat Hair",4,71249,1,10257-1,Carousel,2017,2670,22,Creator,2
fig-009167,"Dark Azure Torso, Dark Brown Legs, White Hair",4,71249,1,10257-1,Carousel,2017,2670,22,Creator,2
fig-009168,"Lavender Torso, Dark Tan Legs, Black Hair",4,71249,1,10257-1,Carousel,2017,2670,22,Creator,2
fig-010358,"Blue Torso, Dark Blue Legs, Dark BLuish Grey Hair - With Back Print",4,71249,1,10257-1,Carousel,2017,2670,22,Creator,2
fig-009169,"Train Worker - Dark Blue Torso, Sand Blue Legs, Dark Orange Hair",4,13854,1,10194-1,Emerald Night,2009,1089,22,Creator,1
fig-009170,"Blue Torso, Light Bluish Gray Legs, Tan Hair",4,13854,1,10194-1,Emerald Night,2009,1089,22,Creator,1
fig-009171,"Train Worker - Light Bluish Grey Torso, Dark Blue Legs, Red Scarf, Black Kepi",5,13854,1,10194-1,Emerald Night,2009,1089,22,Creator,1
fig-009172,"Kid - White Torso, Classic Space Figure, Dark Tan Legs, Blue Cap",4,2126,1,10244-1,Fairground Mixer,2014,1745,22,Creator,1
fig-009173,"Black Torso Wet Suit, Black Legs, Bright Light Yellow Hair",4,2126,1,10244-1,Fairground Mixer,2014,1745,22,Creator,1
fig-009174,"Blue Torso, Red Legs, Dark Bluish Grey Kepi",4,2126,1,10244-1,Fairground Mixer,2014,1745,22,Creator,1
fig-009175,"Medium Blue Torso, Tan Legs, Dark Brown Hair",4,2126,1,10244-1,Fairground Mixer,2014,1745,22,Creator,1
fig-009176,"Orange Torso, Sand Green Legs, Dark Orange Hair",4,2126,1,10244-1,Fairground Mixer,2014,1745,22,Creator,1
fig-009177,"Dark Blue Torso, Dark Brown Legs, Dark Brown Hair",4,2126,1,10244-1,Fairground Mixer,2014,1745,22,Creator,1
fig-009178,"Kid - Red Torso, Light BLuish Grey Legs, Reddish Brown Hair",4,2126,1,10244-1,Fairground Mixer,2014,1745,22,Creator,1
fig-009179,"Kid - White Torso, Dark Azure Legs, Dark Brown Hair",4,2126,1,10244-1,Fairground Mixer,2014,1745,22,Creator,1
fig-009180,"White Torso, Blue Legs, Tan Hair, Stubble Beard",4,2126,1,10244-1,Fairground Mixer,2014,1745,22,Creator,1
fig-009181,"Dark Purple Torso, Dark Tan Legs, Dark Bluish Grey Legs",4,2126,1,10244-1,Fairground Mixer,2014,1745,22,Creator,1
fig-009182,"Orange Torso, Reddish Brown Legs, Dark BLuish Grey Cap",4,2126,1,10244-1,Fairground Mixer,2014,1745,22,Creator,1
fig-009183,"Kid - White Torso, Medium Lavender Legs, Dark Red Hair",4,2126,1,10244-1,Fairground Mixer,2014,1745,22,Creator,1
fig-009172,"Kid - White Torso, Classic Space Figure, Dark Tan Legs, Blue Cap",4,95530,1,10244-1,Fairground Mixer,2014,1745,22,Creator,2
fig-009173,"Black Torso Wet Suit, Black Legs, Bright Light Yellow Hair",4,95530,1,10244-1,Fairground Mixer,2014,1745,22,Creator,2
fig-009174,"Blue Torso, Red Legs, Dark Bluish Grey Kepi",4,95530,1,10244-1,Fairground Mixer,2014,1745,22,Creator,2
fig-009175,"Medium Blue Torso, Tan Legs, Dark Brown Hair",4,95530,1,10244-1,Fairground Mixer,2014,1745,22,Creator,2
fig-009176,"Orange Torso, Sand Green Legs, Dark Orange Hair",4,95530,1,10244-1,Fairground Mixer,2014,1745,22,Creator,2
fig-009177,"Dark Blue Torso, Dark Brown Legs, Dark Brown Hair",4,95530,1,10244-1,Fairground Mixer,2014,1745,22,Creator,2
fig-009178,"Kid - Red Torso, Light BLuish Grey Legs, Reddish Brown Hair",4,95530,1,10244-1,Fairground Mixer,2014,1745,22,Creator,2
fig-009180,"White Torso, Blue Legs, Tan Hair, Stubble Beard",4,95530,1,10244-1,Fairground Mixer,2014,1745,22,Creator,2
fig-009181,"Dark Purple Torso, Dark Tan Legs, Dark Bluish Grey Legs",4,95530,1,10244-1,Fairground Mixer,2014,1745,22,Creator,2
fig-009182,"Orange Torso, Reddish Brown Legs, Dark BLuish Grey Cap",4,95530,1,10244-1,Fairground Mixer,2014,1745,22,Creator,2
fig-009183,"Kid - White Torso, Medium Lavender Legs, Dark Red Hair",4,95530,1,10244-1,Fairground Mixer,2014,1745,22,Creator,2
fig-011219,"Kid - White Torso, Dark Azure Legs, Dark Brown Hair, High Eyebrows",4,95530,1,10244-1,Fairground Mixer,2014,1745,22,Creator,2
fig-009184,"Kid - Blue Torso, Light Bluish Grey Legs, Black Hair",4,9971,1,10247-1,Ferris Wheel,2015,2464,22,Creator,1
fig-009185,"Kid - Green Torso, Red Legs, Medium Nougat Hair",4,9971,1,10247-1,Ferris Wheel,2015,2464,22,Creator,1
fig-009186,"Medium Blue Torso, Tan Legs, Dark Orange Hair, Sunglasses",4,9971,1,10247-1,Ferris Wheel,2015,2464,22,Creator,1
fig-009187,"Dark Bluish Gray Torso, Medium Blue Legs, Tan Hair",4,9971,1,10247-1,Ferris Wheel,2015,2464,22,Creator,1
fig-009188,"Orange Torso, Dark Brown Legs, Red Cap",4,9971,1,10247-1,Ferris Wheel,2015,2464,22,Creator,1
fig-009189,"Kid - Orange Torso, Blue Legs, Dark Orange Hair",4,9971,1,10247-1,Ferris Wheel,2015,2464,22,Creator,1
fig-009190,"Kid - Lime Torso, Medium Lavender Legs, Reddish Brown Hair",4,9971,1,10247-1,Ferris Wheel,2015,2464,22,Creator,1
fig-009191,"Light Bluish Grey Torso, Dark Bluish Grey Legs, Light Bluish Grey Hair",4,9971,1,10247-1,Ferris Wheel,2015,2464,22,Creator,1
fig-009192,"White Torso, Medium Azure Legs, Dark Brown Hair",4,9971,1,10247-1,Ferris Wheel,2015,2464,22,Creator,1
fig-009193,"Bright Pink Torso, White Legs, Bright Light Yellow Hair",4,9971,1,10247-1,Ferris Wheel,2015,2464,22,Creator,1
fig-009194,"Dark Blue Torso, Dark Green Legs, Dark Red Hat",4,4131,1,10196-1,Grand Carousel,2009,3261,22,Creator,1
fig-009195,"Kid - Medium Blue Torso, Dark Blue Legs, red Cap",4,4131,1,10196-1,Grand Carousel,2009,3261,22,Creator,1
fig-009196,"Kid - Medium Blue Torso, Dark Blue Legs, Reddish Brown Hair",4,4131,1,10196-1,Grand Carousel,2009,3261,22,Creator,1
fig-009197,"Dark Blue Torso, Black Legs, Reddish Brown Hair",4,4131,1,10196-1,Grand Carousel,2009,3261,22,Creator,1
fig-009198,"Blue Torso, Sand Blue Legs, Black Hair",4,4131,1,10196-1,Grand Carousel,2009,3261,22,Creator,1
fig-009199,"Red Torso, Blue Legs, Blue Cap",4,4131,1,10196-1,Grand Carousel,2009,3261,22,Creator,1
fig-009200,"Kid - Red Torso, Dark Blue Legs, Black Cap",4,4131,1,10196-1,Grand Carousel,2009,3261,22,Creator,1
fig-009201,"Kid - White Torso, Light Blush Grey Legs, Black Hair",4,4131,1,10196-1,Grand Carousel,2009,3261,22,Creator,1
fig-009202,"White Torso, Red Legs, Black Hair",4,4131,1,10196-1,Grand Carousel,2009,3261,22,Creator,1
fig-009203,NASA Apollo 11 Astronaut - Crooked Smile,5,36046,1,10266-1,NASA Apollo 11 Lunar Lander,2019,1087,22,Creator,1
fig-009204,NASA Apollo 11 Astronaut - Straight Smile,5,36046,1,10266-1,NASA Apollo 11 Lunar Lander,2019,1087,22,Creator,1
fig-009205,"Train Worker - Dark Blue Torso, Dark BLue Legs, Dark Red Hat",4,1770,1,10233-1,Horizon Express,2013,1351,22,Creator,1
fig-009206,"Dark Purple Torso, White Legs, Black Hair",4,1770,1,10233-1,Horizon Express,2013,1351,22,Creator,1
fig-009207,"Green Torso, Dark Brown Legs, Dark Brown Hair",4,1770,1,10233-1,Horizon Express,2013,1351,22,Creator,1
fig-009208,"Medium Blue torso, Black Legs, Tan Hair",4,1770,1,10233-1,Horizon Express,2013,1351,22,Creator,1
fig-009209,"Train Worker - Orange Torso, Light Bluish Grey Legs, Dark Brown Hair",4,1770,1,10233-1,Horizon Express,2013,1351,22,Creator,1
fig-009210,"Light Bluish Grey Torso, Dark Bluish Grey Legs, Light Bluish Grey Hair",4,1770,1,10233-1,Horizon Express,2013,1351,22,Creator,1
fig-009211,"Train Worker, Maersk - Dark Bluish Grey Beard",5,8986,1,10219-1,Maersk Container Train,2011,1233,22,Creator,1
fig-009212,"Train Worker, Maersk - Sunglasses",5,8986,1,10219-1,Maersk Container Train,2011,1233,22,Creator,1
fig-009213,"Train Worker, Maersk - Glasses",5,8986,1,10219-1,Maersk Container Train,2011,1233,22,Creator,1
fig-009214,"Bright Light Blue Torso, Dark Purple Legs, Dark Orange Hair",4,24617,1,10261-1,Roller Coaster,2018,4124,22,Creator,1
