fig_num,minifig_name,number_of_minifig_parts,inventory_id,minifig_quantitiy,set_num,set_name,year,number_of_parts,theme_id,theme_name,version
fig-003544,"Stormtrooper, Plain Light Nougat Head, Solid Nose Vent",4,45984,2,6211-1,Imperial Star Destroyer,2006,1389,158,Star Wars,2
fig-003545,"Grand Moff Wilhuff Tarkin, Dark Bluish Gray, Smooth Hair",4,45984,1,6211-1,Imperial Star Destroyer,2006,1389,158,Star Wars,2
fig-003546,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Uniform, Cavalry Cap, Black Eyes",4,45984,1,6211-1,Imperial Star Destroyer,2006,1389,158,Star Wars,2
fig-010442,Mouse Droid (MSE-6-series Repair Droid),9,45984,1,6211-1,Imperial Star Destroyer,2006,1389,158,Star Wars,2
fig-003542,"Darth Vader, Light Bluish Gray Skin, Scarred Right Cheek, No Eyebrows",5,6656,1,7264-1,Imperial Inspection,2005,379,158,Star Wars,1
fig-003543,"Royal Guard, Red Hands",5,6656,2,7264-1,Imperial Inspection,2005,379,158,Star Wars,1
fig-003673,"Emperor Palpatine, Light Bluish Gray Skin",5,6656,1,7264-1,Imperial Inspection,2005,379,158,Star Wars,1
fig-003674,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Uniform, Cavalry Cap, Brown Eyebrows",4,6656,2,7264-1,Imperial Inspection,2005,379,158,Star Wars,1
fig-003675,"Stormtrooper, Plain Yellow Head, White Hips",4,6656,4,7264-1,Imperial Inspection,2005,379,158,Star Wars,1
fig-003548,"Boba Fett, Helmet and Jetpack with Dark Brown Highlights, Light Bluish Gray Armor",4,15160,1,6209-1,Slave I,2006,537,158,Star Wars,1
fig-003554,"Bespin Guard, Reddish Brown Skin",4,15160,1,6209-1,Slave I,2006,537,158,Star Wars,1
fig-003555,"Dengar, Light Nougat Head",4,15160,1,6209-1,Slave I,2006,537,158,Star Wars,1
fig-003556,"IG-88, Round Plate Head",8,15160,1,6209-1,Slave I,2006,537,158,Star Wars,1
fig-003548,"Boba Fett, Helmet and Jetpack with Dark Brown Highlights, Light Bluish Gray Armor",4,93681,1,852085-1,Star Wars Magnet Set,2007,13,501,Gear,1
fig-003955,"Royal Guard, Black Hands",5,93681,1,852085-1,Star Wars Magnet Set,2007,13,501,Gear,1
fig-009098,"Princess Leia, Slave Outfit, Black Eyes",4,93681,1,852085-1,Star Wars Magnet Set,2007,13,501,Gear,1
fig-003552,"Luke Skywalker, Black Robes, Black Eyes",4,69,1,2850829-1,Luke Skywalker Buildable Watch with Toy,2011,32,501,Gear,1
fig-003557,"Ten Numb, White Outfit",4,5059,1,6208-1,B-wing Fighter,2006,440,158,Star Wars,1
fig-003558,"Rebel Pilot B-wing, Red Flight Suit, Black Eyes",5,5059,1,6208-1,B-wing Fighter,2006,440,158,Star Wars,1
fig-003559,"Rebel Technician / Ground Crew, Light Bluish Gray Uniform",4,12929,1,6207-1,A-wing Fighter,2006,194,158,Star Wars,1
fig-003560,"Rebel Pilot A-wing, Green Uniform, Black Eyes, Trans-Brown Visor",5,12929,1,6207-1,A-wing Fighter,2006,194,158,Star Wars,1
fig-003563,Junkrat,6,36900,1,75977-1,Junkrat & Roadhog,2019,380,669,Overwatch,1
fig-003564,Roadhog (Big Fig),9,36900,1,75977-1,Junkrat & Roadhog,2019,380,669,Overwatch,1
fig-003565,"Ariel - Mermaid Form, Bright Pink Flower",5,8183,1,41063-1,Ariel's Undersea Palace,2015,379,579,Disney Princess,1
fig-003566,Alana - Dark Pink Crown,5,8183,1,41063-1,Ariel's Undersea Palace,2015,379,579,Disney Princess,1
fig-003567,"Anna - Magenta Hat, Cape",5,10923,1,41062-1,Elsa's Sparkling Ice Castle,2015,292,608,Disney,1
fig-003568,"Elsa - Light Aqua Glitter Cape, Bow",6,10923,1,41062-1,Elsa's Sparkling Ice Castle,2015,292,608,Disney,1
fig-003569,Olaf - Brick Built,7,10923,1,41062-1,Elsa's Sparkling Ice Castle,2015,292,608,Disney,1
fig-003567,"Anna - Magenta Hat, Cape",5,13688,1,41066-1,Anna & Kristoff's Sleigh Adventure,2016,174,608,Disney,1
fig-003570,Kristoff - Dark Blue Jacket,4,13688,1,41066-1,Anna & Kristoff's Sleigh Adventure,2016,174,608,Disney,1
fig-003569,Olaf - Brick Built,7,10187,1,30397-1,Olaf's Summertime Fun,2016,48,608,Disney,1
fig-003569,Olaf - Brick Built,7,12917,1,41068-1,Arendelle Castle Celebration,2016,477,608,Disney,1
fig-003571,"Elsa - Lime Dress, Crown",6,12917,1,41068-1,Arendelle Castle Celebration,2016,477,608,Disney,1
fig-003572,"Anna - Lime Vest, Medium Azure Dress, Braids, Flower",5,12917,1,41068-1,Arendelle Castle Celebration,2016,477,608,Disney,1
fig-003576,Fairy Godmother,5,19069,1,41146-1,Cinderella's Enchanted Evening,2017,351,579,Disney Princess,1
fig-003577,Cinderella - Bright Light Blue Ball Gown,4,19069,1,41146-1,Cinderella's Enchanted Evening,2017,351,579,Disney Princess,1
fig-003578,"Olaf - Brick Built, Buttons",8,16741,1,41148-1,Elsa's Magical Ice Palace,2017,701,608,Disney,1
fig-003579,Snowgie,2,16741,4,41148-1,Elsa's Magical Ice Palace,2017,701,608,Disney,1
fig-003580,"Anna - Sand Green and Dark Green Dress, Open Mouth",4,16741,1,41148-1,Elsa's Magical Ice Palace,2017,701,608,Disney,1
fig-003581,"Elsa - Medium Azure Dress, Medium Blue Cape - Closed Mouth",5,16741,1,41148-1,Elsa's Magical Ice Palace,2017,701,608,Disney,1
fig-003578,"Olaf - Brick Built, Buttons",8,37861,1,43172-1,Elsa's Magical Ice Palace,2019,701,608,Disney,1
fig-003579,Snowgie,2,37861,4,43172-1,Elsa's Magical Ice Palace,2019,701,608,Disney,1
fig-003751,"Anna - Sand Green and Dark Green Dress, Closed Mouth",4,37861,1,43172-1,Elsa's Magical Ice Palace,2019,701,608,Disney,1
fig-003752,"Elsa - Medium Azure Dress, Medium Blue Cape - Open Mouth",5,37861,1,43172-1,Elsa's Magical Ice Palace,2019,701,608,Disney,1
fig-003582,"Rapunzel - Medium Lavender Dress, 1 Flower in Hair",5,30263,1,41163-1,Rapunzel's Petite Tower,2019,44,579,Disney Princess,1
fig-003583,Ariel - Mermaid Form - MicroDoll,4,42494,1,43176-1,Ariel's Storybook Adventures,2020,105,579,Disney Princess,1
fig-003584,Ariel - Human Form - MicroDoll,3,42494,1,43176-1,Ariel's Storybook Adventures,2020,105,579,Disney Princess,1
fig-003585,Prince Eric - MicroDoll,3,42494,1,43176-1,Ariel's Storybook Adventures,2020,105,579,Disney Princess,1
fig-003586,Cassandra,4,24644,1,41157-1,Rapunzel's Travelling Caravan,2018,323,579,Disney Princess,1
fig-003587,"Rapunzel - Dark Brown Top, Dark Purple Dress, Bows in Hair",6,24644,1,41157-1,Rapunzel's Travelling Caravan,2018,323,579,Disney Princess,1
fig-003588,"Ariel - Human Form, Bright Pink Gown, White Cape",6,21221,1,41153-1,Ariel's Royal Celebration Boat,2018,380,579,Disney Princess,1
fig-003589,Prince Eric - White Uniform,4,21221,1,41153-1,Ariel's Royal Celebration Boat,2018,380,579,Disney Princess,1
fig-003590,Aladdin,4,30261,1,41161-1,Aladdin and Jasmine's Palace Adventures,2019,193,579,Disney Princess,1
fig-003591,Jasmine,4,30261,1,41161-1,Aladdin and Jasmine's Palace Adventures,2019,193,579,Disney Princess,1
fig-003592,"Ariel - Mermaid Form, Pink Top, Dark Green Scales on Tail",5,30262,1,41162-1,"Ariel, Aurora, and Tiana's Royal Celebration",2019,282,579,Disney Princess,1
fig-003593,"Aurora - Dark Pink Dress, Open Mouth",4,30262,1,41162-1,"Ariel, Aurora, and Tiana's Royal Celebration",2019,282,579,Disney Princess,1
fig-003594,Tiana,4,30262,1,41162-1,"Ariel, Aurora, and Tiana's Royal Celebration",2019,282,579,Disney Princess,1
fig-003598,"Cinderella - Bright Light Blue Dress, White Under-Dress - Thick Hinge",4,42745,1,30554-1,Cinderella Mini Castle,2020,43,579,Disney Princess,1
fig-003598,"Cinderella - Bright Light Blue Dress, White Under-Dress - Thick Hinge",4,58867,1,302003-1,Cinderella,2020,5,579,Disney Princess,1
fig-003598,"Cinderella - Bright Light Blue Dress, White Under-Dress - Thick Hinge",4,110148,1,302104-1,Cinderella,2021,1,579,Disney Princess,1
fig-003599,Li Shang,3,42493,1,43174-1,Mulan's Storybook Adventures,2020,125,579,Disney Princess,1
fig-003600,Mulan - Girl - MicroDoll,4,42493,1,43174-1,Mulan's Storybook Adventures,2020,125,579,Disney Princess,1
fig-003601,Mulan - Boy - MicroDoll,3,42493,1,43174-1,Mulan's Storybook Adventures,2020,125,579,Disney Princess,1
fig-003602,Maleficent,5,21220,1,41152-1,Sleeping Beauty's Fairytale Castle,2018,322,579,Disney Princess,1
fig-003603,"Aurora - Dark Pink Dress, Silver Decoration, Pearl Gold Crown",5,21220,1,41152-1,Sleeping Beauty's Fairytale Castle,2018,322,579,Disney Princess,1
fig-003604,Winston (Big Fig),7,29343,1,75975-1,Watchpoint: Gibraltar,2019,730,669,Overwatch,1
fig-003605,Mercy,9,29343,1,75975-1,Watchpoint: Gibraltar,2019,730,669,Overwatch,1
fig-003606,Pharah,5,29343,1,75975-1,Watchpoint: Gibraltar,2019,730,669,Overwatch,1
fig-003607,Reaper,5,29343,1,75975-1,Watchpoint: Gibraltar,2019,730,669,Overwatch,1
fig-003611,"Battle Droid Pilot, Blue Printed Torso, Two Bent Arms",5,16187,1,7126-1,Battle Droid Carrier,2001,133,158,Star Wars,1
fig-003612,"Battle Droid, Two Bent Arms",5,16187,6,7126-1,Battle Droid Carrier,2001,133,158,Star Wars,1
fig-003612,"Battle Droid, Two Bent Arms",5,788,4,7654-1,Droids Battle Pack,2007,102,158,Star Wars,1
fig-003668,"Super Battle Droid, Pearl Dark Gray",4,788,3,7654-1,Droids Battle Pack,2007,102,158,Star Wars,1
fig-003612,"Battle Droid, Two Bent Arms",5,2041,2,7868-1,Mace Windu's Jedi Starfighter,2011,309,158,Star Wars,1
fig-003709,R8-B7,4,2041,1,7868-1,Mace Windu's Jedi Starfighter,2011,309,158,Star Wars,1
fig-003710,TX-20 / Tactical Droid,4,2041,1,7868-1,Mace Windu's Jedi Starfighter,2011,309,158,Star Wars,1
fig-003711,"Mace Windu, Dark Tan Plain Legs (Clone Wars)",3,2041,1,7868-1,Mace Windu's Jedi Starfighter,2011,309,158,Star Wars,1
fig-003612,"Battle Droid, Two Bent Arms",5,3144,7,7184-1,Trade Federation MTT,2000,466,158,Star Wars,1
fig-003612,"Battle Droid, Two Bent Arms",5,6000,2,7261-1,Clone Turbo Tank [Light-Up Mace Windu],2005,810,158,Star Wars,1
fig-003663,"Clone Trooper, 327th Star Corps, Yellow Markings, Pauldron",5,6000,1,7261-1,Clone Turbo Tank [Light-Up Mace Windu],2005,810,158,Star Wars,1
fig-003665,"Clone Trooper, 41st Elite Corps Scout Battalion Armor, Dark Bluish Gray (Kashyyyk)",4,6000,1,7261-1,Clone Turbo Tank [Light-Up Mace Windu],2005,810,158,Star Wars,1
fig-003666,"Clone Trooper, Phase II Armor, Plain Black Head, Neck Bracket",5,6000,1,7261-1,Clone Turbo Tank [Light-Up Mace Windu],2005,810,158,Star Wars,1
fig-003667,"Clone Trooper, Phase II Armor, Plain Black Head, Black Mouth",4,6000,1,7261-1,Clone Turbo Tank [Light-Up Mace Windu],2005,810,158,Star Wars,1
fig-007679,"Mace Windu, Light-up Lightsaber",2,6000,1,7261-1,Clone Turbo Tank [Light-Up Mace Windu],2005,810,158,Star Wars,1
fig-003612,"Battle Droid, Two Bent Arms",5,6509,2,7261-2,Clone Turbo Tank (with Non-Light-Up Mace Windu),2006,819,158,Star Wars,1
fig-003663,"Clone Trooper, 327th Star Corps, Yellow Markings, Pauldron",5,6509,1,7261-2,Clone Turbo Tank (with Non-Light-Up Mace Windu),2006,819,158,Star Wars,1
fig-003664,"Mace Windu, Tan Legs, Cape",4,6509,1,7261-2,Clone Turbo Tank (with Non-Light-Up Mace Windu),2006,819,158,Star Wars,1
fig-003665,"Clone Trooper, 41st Elite Corps Scout Battalion Armor, Dark Bluish Gray (Kashyyyk)",4,6509,1,7261-2,Clone Turbo Tank (with Non-Light-Up Mace Windu),2006,819,158,Star Wars,1
fig-003666,"Clone Trooper, Phase II Armor, Plain Black Head, Neck Bracket",5,6509,1,7261-2,Clone Turbo Tank (with Non-Light-Up Mace Windu),2006,819,158,Star Wars,1
fig-003667,"Clone Trooper, Phase II Armor, Plain Black Head, Black Mouth",4,6509,2,7261-2,Clone Turbo Tank (with Non-Light-Up Mace Windu),2006,819,158,Star Wars,1
fig-003612,"Battle Droid, Two Bent Arms",5,7619,2,7155-1,Trade Federation AAT,2000,158,158,Star Wars,1
fig-003612,"Battle Droid, Two Bent Arms",5,8182,1,30004-1,Battle Droid on STAP,2009,28,158,Star Wars,1
fig-003612,"Battle Droid, Two Bent Arms",5,11717,2,7258-1,Wookiee Attack,2005,368,158,Star Wars,1
fig-003647,Wookiee Warrior,3,11717,2,7258-1,Wookiee Attack,2005,368,158,Star Wars,1
fig-012483,"Dwarf Spider Droid, Sand Blue Dome",32,11717,1,7258-1,Wookiee Attack,2005,368,158,Star Wars,1
fig-003612,"Battle Droid, Two Bent Arms",5,12135,1,7678-1,Droid Gunship,2008,329,158,Star Wars,1
fig-003734,"Battle Droid, Two Straight Arms with Clips at 90°",5,12135,2,7678-1,Droid Gunship,2008,329,158,Star Wars,1
fig-003612,"Battle Droid, Two Bent Arms",5,14337,1,30058-1,STAP,2012,24,158,Star Wars,1
fig-003612,"Battle Droid, Two Bent Arms",5,67436,2,7261-2,Clone Turbo Tank (with Non-Light-Up Mace Windu),2006,819,158,Star Wars,2
fig-003663,"Clone Trooper, 327th Star Corps, Yellow Markings, Pauldron",5,67436,1,7261-2,Clone Turbo Tank (with Non-Light-Up Mace Windu),2006,819,158,Star Wars,2
fig-003664,"Mace Windu, Tan Legs, Cape",4,67436,1,7261-2,Clone Turbo Tank (with Non-Light-Up Mace Windu),2006,819,158,Star Wars,2
fig-003665,"Clone Trooper, 41st Elite Corps Scout Battalion Armor, Dark Bluish Gray (Kashyyyk)",4,67436,1,7261-2,Clone Turbo Tank (with Non-Light-Up Mace Windu),2006,819,158,Star Wars,2
fig-003666,"Clone Trooper, Phase II Armor, Plain Black Head, Neck Bracket",5,67436,1,7261-2,Clone Turbo Tank (with Non-Light-Up Mace Windu),2006,819,158,Star Wars,2
fig-003667,"Clone Trooper, Phase II Armor, Plain Black Head, Black Mouth",4,67436,2,7261-2,Clone Turbo Tank (with Non-Light-Up Mace Windu),2006,819,158,Star Wars,2
fig-003612,"Battle Droid, Two Bent Arms",5,78553,7,7184-1,Trade Federation MTT,2000,466,158,Star Wars,2
fig-003612,"Battle Droid, Two Bent Arms",5,123113,1,7678-1,Droid Gunship,2008,329,158,Star Wars,2
fig-003734,"Battle Droid, Two Straight Arms with Clips at 90°",5,123113,2,7678-1,Droid Gunship,2008,329,158,Star Wars,2
fig-003612,"Battle Droid, Two Bent Arms",5,157699,2,7258-1,Wookiee Attack,2005,368,158,Star Wars,2
fig-003647,Wookiee Warrior,3,157699,2,7258-1,Wookiee Attack,2005,368,158,Star Wars,2
fig-012483,"Dwarf Spider Droid, Sand Blue Dome",32,157699,1,7258-1,Wookiee Attack,2005,368,158,Star Wars,2
fig-003613,"Jar Jar Binks, Plain Head, Tan Torso",3,1828,1,7115-1,Gungan Patrol,2000,79,158,Star Wars,1
fig-003615,"Gungan Warrior, Green Legs",3,1828,1,7115-1,Gungan Patrol,2000,79,158,Star Wars,1
fig-003613,"Jar Jar Binks, Plain Head, Tan Torso",3,11241,1,7161-1,Gungan Sub,1999,379,158,Star Wars,1
fig-003614,"Qui-Gon Jinn, Yellow Skin",5,11241,1,7161-1,Gungan Sub,1999,379,158,Star Wars,1
fig-003643,"Obi-Wan Kenobi, Padawan, Yellow Skin, Brown Hood and Cape",5,11241,1,7161-1,Gungan Sub,1999,379,158,Star Wars,1
fig-003613,"Jar Jar Binks, Plain Head, Tan Torso",3,13296,1,7159-1,Star Wars Podracing Bucket,2000,293,158,Star Wars,1
fig-003635,"Anakin Skywalker, Child, Yellow Skin, Light Gray Helmet",5,13296,1,7159-1,Star Wars Podracing Bucket,2000,293,158,Star Wars,1
fig-003644,Aldar Beedo,9,13296,1,7159-1,Star Wars Podracing Bucket,2000,293,158,Star Wars,1
fig-003616,"Tusken Raider, Crossed Shoulder Belts (3626b Head)",3,14839,2,7113-1,Tusken Raider Encounter,2002,93,158,Star Wars,1
fig-003617,"Anakin Skywalker, Padawan, Yellow Skin, Cape",5,14839,1,7113-1,Tusken Raider Encounter,2002,93,158,Star Wars,1
fig-003619,"Luke Skywalker, Black Robes, Yellow Skin",4,16145,1,7104-1,Desert Skiff,2000,55,158,Star Wars,1
fig-003620,"Han Solo, White Shirt, Yellow Skin",4,16145,1,7104-1,Desert Skiff,2000,55,158,Star Wars,1
fig-003622,R5-D4 (30361c Body),4,5682,1,7658-1,Y-wing Fighter,2007,454,158,Star Wars,1
fig-003696,"Dutch Vander / Rebel Pilot Y-wing, Plain Legs, No Visor",4,5682,1,7658-1,Y-wing Fighter,2007,454,158,Star Wars,1
fig-003622,R5-D4 (30361c Body),4,8087,1,10134-1,Y-wing Attack Starfighter,2004,1490,158,Star Wars,1
fig-003622,R5-D4 (30361c Body),4,15823,1,7262-1,TIE Fighter and Y-wing,2004,415,158,Star Wars,1
fig-003661,"Dutch Vander / Rebel Pilot Y-wing, Yellow Skin, Dark Bluish Gray Hips",4,15823,1,7262-1,TIE Fighter and Y-wing,2004,415,158,Star Wars,1
fig-003662,"Darth Vader, Light Bluish Gray Skin, No Scars on Right Cheek (3626b Head)",5,15823,1,7262-1,TIE Fighter and Y-wing,2004,415,158,Star Wars,1
fig-003624,"Stormtrooper, Plain Yellow Head, Black Hips",4,15616,1,7201-1,Final Duel II,2002,26,158,Star Wars,1
fig-003656,"Imperial Officer / Captain / Commandant / Commander, Dark Gray Uniform, Yellow Skin",4,15616,1,7201-1,Final Duel II,2002,26,158,Star Wars,1
fig-003657,"Luke Skywalker, Black Robes, Yellow Skin, Black Right Hand",4,15616,1,7201-1,Final Duel II,2002,26,158,Star Wars,1
fig-003630,"Rebel Technician / Ground Crew, Yellow Skin, Small Moustache",4,8672,1,7134-1,A-wing Fighter,2000,125,158,Star Wars,1
fig-003631,"Rebel Pilot A-wing, Green Uniform, Yellow Skin",5,8672,1,7134-1,A-wing Fighter,2000,125,158,Star Wars,1
fig-003632,Zam Wesell,5,12145,1,7133-1,Bounty Hunter Pursuit,2002,254,158,Star Wars,1
fig-003633,"Anakin Skywalker, Padawan, Yellow Skin",4,12145,1,7133-1,Bounty Hunter Pursuit,2002,254,158,Star Wars,1
fig-003634,"Obi-Wan Kenobi, Yellow Skin",4,12145,1,7133-1,Bounty Hunter Pursuit,2002,254,158,Star Wars,1
fig-003635,"Anakin Skywalker, Child, Yellow Skin, Light Gray Helmet",5,11263,1,7131-1,Anakin's Podracer,1999,136,158,Star Wars,1
fig-003636,"Padme Amidala / Naberrie, Yellow Skin",4,11263,1,7131-1,Anakin's Podracer,1999,136,158,Star Wars,1
fig-010431,Pit Droid - Brown and White (Anakin),12,11263,1,7131-1,Anakin's Podracer,1999,136,158,Star Wars,1
fig-003642,"Droideka / Destroyer Droid, Brown Shell",26,6885,2,7203-1,Jedi Defense I,2002,59,158,Star Wars,1
fig-003655,"Obi-Wan Kenobi, Padawan, Yellow Skin, Brown Hair and Cape",5,6885,1,7203-1,Jedi Defense I,2002,59,158,Star Wars,1
fig-003645,"Boba Fett, Child, Medium Blue Outfit, Yellow Skin",4,2508,1,7153-1,Jango Fett's Slave I,2002,371,158,Star Wars,1
fig-003646,"Jango Fett, Black Head",4,2508,1,7153-1,Jango Fett's Slave I,2002,371,158,Star Wars,1
fig-003645,"Boba Fett, Child, Medium Blue Outfit, Yellow Skin",4,96190,1,7153-1,Jango Fett's Slave I,2002,371,158,Star Wars,2
fig-003646,"Jango Fett, Black Head",4,96190,1,7153-1,Jango Fett's Slave I,2002,371,158,Star Wars,2
fig-003650,"General Grievous, Plain, Cape",8,9237,1,7255-1,General Grievous Chase,2005,112,158,Star Wars,1
fig-003651,"Obi-Wan Kenobi, Dark Orange Legs, Cape",5,9237,1,7255-1,General Grievous Chase,2005,112,158,Star Wars,1
fig-003652,"Darth Vader, Light Bluish Gray Skin, No Cape (Episode 3)",4,2516,1,tf05-1,Lego Toy Fair 2005 Star Wars V.I.P. Gala Set,2005,60,158,Star Wars,1
fig-003653,"Anakin Skywalker, Transformation, Black Eyes",3,2516,1,tf05-1,Lego Toy Fair 2005 Star Wars V.I.P. Gala Set,2005,60,158,Star Wars,1
fig-010439,Medical Droid,21,2516,1,tf05-1,Lego Toy Fair 2005 Star Wars V.I.P. Gala Set,2005,60,158,Star Wars,1
fig-003652,"Darth Vader, Light Bluish Gray Skin, No Cape (Episode 3)",4,6347,1,7251-1,Darth Vader Transformation,2005,59,158,Star Wars,1
fig-003653,"Anakin Skywalker, Transformation, Black Eyes",3,6347,1,7251-1,Darth Vader Transformation,2005,59,158,Star Wars,1
fig-010439,Medical Droid,21,6347,1,7251-1,Darth Vader Transformation,2005,59,158,Star Wars,1
fig-003660,"Darth Vader, Light-Up Lightsaber",3,10427,1,sw117promo-1,Darth Vader: 56. International Toy Fair Nuernberg,2005,4,158,Star Wars,1
fig-003667,"Clone Trooper, Phase II Armor, Plain Black Head, Black Mouth",4,8974,2,7655-1,Clone Troopers Battle Pack,2007,58,158,Star Wars,1
fig-003670,"Clone Trooper, 327th Star Corps, Yellow Markings",4,8974,1,7655-1,Clone Troopers Battle Pack,2007,58,158,Star Wars,1
fig-003671,"Clone Shock Trooper, Red Markings, Plain Black Head, Black Hips",4,8974,1,7655-1,Clone Troopers Battle Pack,2007,58,158,Star Wars,1
fig-003669,"General Grievous, Plain",7,5674,1,7656-1,General Grievous Starfighter,2007,232,158,Star Wars,1
fig-003669,"General Grievous, Plain",7,32286,1,7656-1,General Grievous Starfighter,2007,232,158,Star Wars,2
fig-003679,"Snowtrooper, Light Bluish Gray Hips, Plain Black Head, White Hands",4,1800,2,8084-1,Snowtrooper Battle Pack,2010,74,158,Star Wars,1
fig-003826,"AT-AT Driver, White Uniform, Plain Black Head (87556 Helmet)",4,1800,1,8084-1,Snowtrooper Battle Pack,2010,74,158,Star Wars,1
fig-003827,"Imperial Officer / Captain / Commandant / Commander, Battle Armor, Dark Bluish Gray Hips",4,1800,1,8084-1,Snowtrooper Battle Pack,2010,74,158,Star Wars,1
fig-003679,"Snowtrooper, Light Bluish Gray Hips, Plain Black Head, White Hands",4,9743,2,7749-1,Echo Base,2009,155,158,Star Wars,1
fig-003725,"Rebel Trooper in Hoth Uniform, White Hat, Tan Jacket (46304 Goggles)",6,9743,2,7749-1,Echo Base,2009,155,158,Star Wars,1
fig-003726,"Han Solo, Hoth Outfit, Dark Blue Hood, Black Eyes",4,9743,1,7749-1,Echo Base,2009,155,158,Star Wars,1
fig-003679,"Snowtrooper, Light Bluish Gray Hips, Plain Black Head, White Hands",4,24375,2,8084-1,Snowtrooper Battle Pack,2010,74,158,Star Wars,2
fig-003826,"AT-AT Driver, White Uniform, Plain Black Head (87556 Helmet)",4,24375,1,8084-1,Snowtrooper Battle Pack,2010,74,158,Star Wars,2
fig-003827,"Imperial Officer / Captain / Commandant / Commander, Battle Armor, Dark Bluish Gray Hips",4,24375,1,8084-1,Snowtrooper Battle Pack,2010,74,158,Star Wars,2
fig-003679,"Snowtrooper, Light Bluish Gray Hips, Plain Black Head, White Hands",4,24544,2,7749-1,Echo Base,2009,155,158,Star Wars,2
fig-003725,"Rebel Trooper in Hoth Uniform, White Hat, Tan Jacket (46304 Goggles)",6,24544,2,7749-1,Echo Base,2009,155,158,Star Wars,2
fig-003726,"Han Solo, Hoth Outfit, Dark Blue Hood, Black Eyes",4,24544,1,7749-1,Echo Base,2009,155,158,Star Wars,2
fig-003680,R2-R7,4,1787,1,7665-1,Republic Cruiser (Limited Edition - with R2-R7),2007,919,158,Star Wars,1
fig-003681,Republic Pilot,4,1787,1,7665-1,Republic Cruiser (Limited Edition - with R2-R7),2007,919,158,Star Wars,1
fig-003682,Republic Captain,4,1787,1,7665-1,Republic Cruiser (Limited Edition - with R2-R7),2007,919,158,Star Wars,1
fig-003684,"Obi-Wan Kenobi, Padawan, Reddish Brown Hood and Cape, Black Eyes",5,1787,1,7665-1,Republic Cruiser (Limited Edition - with R2-R7),2007,919,158,Star Wars,1
fig-003685,"Qui-Gon Jinn, Tan Legs, Dark Orange Beard",5,1787,1,7665-1,Republic Cruiser (Limited Edition - with R2-R7),2007,919,158,Star Wars,1
fig-003680,R2-R7,4,36328,1,7665-1,Republic Cruiser (Limited Edition - with R2-R7),2007,919,158,Star Wars,2
fig-003681,Republic Pilot,4,36328,1,7665-1,Republic Cruiser (Limited Edition - with R2-R7),2007,919,158,Star Wars,2
fig-003682,Republic Captain,4,36328,1,7665-1,Republic Cruiser (Limited Edition - with R2-R7),2007,919,158,Star Wars,2
